"Step","driven-sunset-58 - train/shaping_reward","driven-sunset-58 - train/shaping_reward__MIN","driven-sunset-58 - train/shaping_reward__MAX"
"8018464","0.04927642600326748","0.04927642600326748","0.04927642600326748"
"8018888","0.04988959370060957","0.04988959370060957","0.04988959370060957"
"8020352","0.05075750356494638","0.05075750356494638","0.05075750356494638"
"8020604","0.050194613120044425","0.050194613120044425","0.050194613120044425"
"8021684","0.04918730151112671","0.04918730151112671","0.04918730151112671"
"8022280","0.048058842786984586","0.048058842786984586","0.048058842786984586"
"8022448","0.04670188891048109","0.04670188891048109","0.04670188891048109"
"8023116","0.0459117577760084","0.0459117577760084","0.0459117577760084"
"8023300","0.04683114895262609","0.04683114895262609","0.04683114895262609"
"8023736","0.04661634826797593","0.04661634826797593","0.04661634826797593"
"8023836","0.04618313116822017","0.04618313116822017","0.04618313116822017"
"8024596","0.046782463985010396","0.046782463985010396","0.046782463985010396"
"8024620","0.049067631159200716","0.049067631159200716","0.049067631159200716"
"8025072","0.05375780586358214","0.05375780586358214","0.05375780586358214"
"8025480","0.0523675441035792","0.0523675441035792","0.0523675441035792"
"8025508","0.05317541854016986","0.05317541854016986","0.05317541854016986"
"8025688","0.05273040997722897","0.05273040997722897","0.05273040997722897"
"8026000","0.052063142027835525","0.052063142027835525","0.052063142027835525"
"8026148","0.05200226343456335","0.05200226343456335","0.05200226343456335"
"8026616","0.053438522431693884","0.053438522431693884","0.053438522431693884"
"8026912","0.05625809628542619","0.05625809628542619","0.05625809628542619"
"8027336","0.05622537994072152","0.05622537994072152","0.05622537994072152"
"8027936","0.05563383382163341","0.05563383382163341","0.05563383382163341"
"8028024","0.05415995191194477","0.05415995191194477","0.05415995191194477"
"8028432","0.05446911678118758","0.05446911678118758","0.05446911678118758"
"8029124","0.0523453473816108","0.0523453473816108","0.0523453473816108"
"8029228","0.05051543657770121","0.05051543657770121","0.05051543657770121"
"8029508","0.04896110492552595","0.04896110492552595","0.04896110492552595"
"8029788","0.04838923303263441","0.04838923303263441","0.04838923303263441"
"8029828","0.04875256301734512","0.04875256301734512","0.04875256301734512"
"8029936","0.05035291087987451","0.05035291087987451","0.05035291087987451"
"8030196","0.0478976522028683","0.0478976522028683","0.0478976522028683"
"8030756","0.05083841806796108","0.05083841806796108","0.05083841806796108"
"8031328","0.05291666563215487","0.05291666563215487","0.05291666563215487"
"8031688","0.054742361941307535","0.054742361941307535","0.054742361941307535"
"8031976","0.05515562898405589","0.05515562898405589","0.05515562898405589"
"8034576","0.05478535008378049","0.05478535008378049","0.05478535008378049"
"8034628","0.05528403158298607","0.05528403158298607","0.05528403158298607"
"8036264","0.05537024491394394","0.05537024491394394","0.05537024491394394"
"8036924","0.054987372192041466","0.054987372192041466","0.054987372192041466"
"8037480","0.05768578675024767","0.05768578675024767","0.05768578675024767"
"8037592","0.05829284650143781","0.05829284650143781","0.05829284650143781"
"8037644","0.05860560122306662","0.05860560122306662","0.05860560122306662"
"8037836","0.05776529157482602","0.05776529157482602","0.05776529157482602"
"8038004","0.055996932298325426","0.055996932298325426","0.055996932298325426"
"8038232","0.053801345782168886","0.053801345782168886","0.053801345782168886"
"8038456","0.05109901219876909","0.05109901219876909","0.05109901219876909"
"8038676","0.053671536069307926","0.053671536069307926","0.053671536069307926"
"8039020","0.05231765556724408","0.05231765556724408","0.05231765556724408"
"8040632","0.052073505483270895","0.052073505483270895","0.052073505483270895"
"8041760","0.05220000585977847","0.05220000585977847","0.05220000585977847"
"8042624","0.05300007142286499","0.05300007142286499","0.05300007142286499"
"8044124","0.05256903251749263","0.05256903251749263","0.05256903251749263"
"8045900","0.05207460882700657","0.05207460882700657","0.05207460882700657"
"8046516","0.051983762207116646","0.051983762207116646","0.051983762207116646"
"8047008","0.053439360251130996","0.053439360251130996","0.053439360251130996"
"8048124","0.05371882713217655","0.05371882713217655","0.05371882713217655"
"8048648","0.05388879458183481","0.05388879458183481","0.05388879458183481"
"8049868","0.053845142498483885","0.053845142498483885","0.053845142498483885"
"8050580","0.05350670412072481","0.05350670412072481","0.05350670412072481"
"8051548","0.05299992036913505","0.05299992036913505","0.05299992036913505"
"8052236","0.05296177321574133","0.05296177321574133","0.05296177321574133"
"8052504","0.052364869011776304","0.052364869011776304","0.052364869011776304"
"8052700","0.05130135608442821","0.05130135608442821","0.05130135608442821"
"8054124","0.05098258270937814","0.05098258270937814","0.05098258270937814"
"8054392","0.04969127778074535","0.04969127778074535","0.04969127778074535"
"8054580","0.04978450386165487","0.04978450386165487","0.04978450386165487"
"8055028","0.04862202933498679","0.04862202933498679","0.04862202933498679"
"8055244","0.04918898801484506","0.04918898801484506","0.04918898801484506"
"8055828","0.046826420702084565","0.046826420702084565","0.046826420702084565"
"8055948","0.04493367745670002","0.04493367745670002","0.04493367745670002"
"8056396","0.04384272393786584","0.04384272393786584","0.04384272393786584"
"8058104","0.04454143335764219","0.04454143335764219","0.04454143335764219"
"8058976","0.04326867579028243","0.04326867579028243","0.04326867579028243"
"8061772","0.043729596446801064","0.043729596446801064","0.043729596446801064"
"8062228","0.04379730689937145","0.04379730689937145","0.04379730689937145"
"8062948","0.04563740393974013","0.04563740393974013","0.04563740393974013"
"8063496","0.044804463526796186","0.044804463526796186","0.044804463526796186"
"8063568","0.046433791586987544","0.046433791586987544","0.046433791586987544"
"8063652","0.04492615391385431","0.04492615391385431","0.04492615391385431"
"8063780","0.04333466021081064","0.04333466021081064","0.04333466021081064"
"8063820","0.04515562326553732","0.04515562326553732","0.04515562326553732"
"8065384","0.04600570298249558","0.04600570298249558","0.04600570298249558"
"8065568","0.044187508904102425","0.044187508904102425","0.044187508904102425"
"8065720","0.04443310168689415","0.04443310168689415","0.04443310168689415"
"8066244","0.04267115756273823","0.04267115756273823","0.04267115756273823"
"8066448","0.04269523755103855","0.04269523755103855","0.04269523755103855"
"8066928","0.044091734025369436","0.044091734025369436","0.044091734025369436"
"8066960","0.04601001339629266","0.04601001339629266","0.04601001339629266"
"8068368","0.04703732339197947","0.04703732339197947","0.04703732339197947"
"8073136","0.04430541942800969","0.04430541942800969","0.04430541942800969"
"8073972","0.04305690736935106","0.04305690736935106","0.04305690736935106"
"8074072","0.044269435868589176","0.044269435868589176","0.044269435868589176"
"8074268","0.044316663590958184","0.044316663590958184","0.044316663590958184"
"8075612","0.04606599378139682","0.04606599378139682","0.04606599378139682"
"8075684","0.045987183456279696","0.045987183456279696","0.045987183456279696"
"8076260","0.04601046345302328","0.04601046345302328","0.04601046345302328"
"8076840","0.04320675394417336","0.04320675394417336","0.04320675394417336"
"8076924","0.0410088414362631","0.0410088414362631","0.0410088414362631"
"8077292","0.040354375847391176","0.040354375847391176","0.040354375847391176"
"8077468","0.04066626436945544","0.04066626436945544","0.04066626436945544"
"8077540","0.03922049247950752","0.03922049247950752","0.03922049247950752"
"8077636","0.03977414652390139","0.03977414652390139","0.03977414652390139"
"8078060","0.04190605516689563","0.04190605516689563","0.04190605516689563"
"8078284","0.04440670215719237","0.04440670215719237","0.04440670215719237"
"8078456","0.043463178739693874","0.043463178739693874","0.043463178739693874"
"8079564","0.04577125803152631","0.04577125803152631","0.04577125803152631"
"8079664","0.04729799987348607","0.04729799987348607","0.04729799987348607"
"8079836","0.046394001868845264","0.046394001868845264","0.046394001868845264"
"8080436","0.0483256596426771","0.0483256596426771","0.0483256596426771"
"8080948","0.048994203536239185","0.048994203536239185","0.048994203536239185"
"8081600","0.047524610172284695","0.047524610172284695","0.047524610172284695"
"8081712","0.04766685403970761","0.04766685403970761","0.04766685403970761"
"8081980","0.0478878786626911","0.0478878786626911","0.0478878786626911"
"8082316","0.049821740321251785","0.049821740321251785","0.049821740321251785"
"8082500","0.05060481751364187","0.05060481751364187","0.05060481751364187"
"8083604","0.05113630748755155","0.05113630748755155","0.05113630748755155"
"8084200","0.04817504463730554","0.04817504463730554","0.04817504463730554"
"8084832","0.049675054199797605","0.049675054199797605","0.049675054199797605"
"8084980","0.049056287230710226","0.049056287230710226","0.049056287230710226"
"8085552","0.047305882511974075","0.047305882511974075","0.047305882511974075"
"8086372","0.04762343240388566","0.04762343240388566","0.04762343240388566"
"8087344","0.04745988135031052","0.04745988135031052","0.04745988135031052"
"8087448","0.04861918062479367","0.04861918062479367","0.04861918062479367"
"8087620","0.04966498928136911","0.04966498928136911","0.04966498928136911"
"8087816","0.050747045930317765","0.050747045930317765","0.050747045930317765"
"8088284","0.053013563426302396","0.053013563426302396","0.053013563426302396"
"8088944","0.052757933005464094","0.052757933005464094","0.052757933005464094"
"8089136","0.05655781600847662","0.05655781600847662","0.05655781600847662"
"8089408","0.05653622734709229","0.05653622734709229","0.05653622734709229"
"8089472","0.055478576586877916","0.055478576586877916","0.055478576586877916"
"8090760","0.05344877447423814","0.05344877447423814","0.05344877447423814"
"8091104","0.05437036535583577","0.05437036535583577","0.05437036535583577"
"8092372","0.05226085652165678","0.05226085652165678","0.05226085652165678"
"8093268","0.05429097219898231","0.05429097219898231","0.05429097219898231"
"8094456","0.056045695561763","0.056045695561763","0.056045695561763"
"8094716","0.054863367236367984","0.054863367236367984","0.054863367236367984"
"8096068","0.05250958039455472","0.05250958039455472","0.05250958039455472"
"8096412","0.050199099474925284","0.050199099474925284","0.050199099474925284"
"8096792","0.05023467979118481","0.05023467979118481","0.05023467979118481"
"8097404","0.05176317420534091","0.05176317420534091","0.05176317420534091"
"8097728","0.05199557647708282","0.05199557647708282","0.05199557647708282"
"8098116","0.051895344209418104","0.051895344209418104","0.051895344209418104"
"8098508","0.05007908683425752","0.05007908683425752","0.05007908683425752"
"8098852","0.05038803624327648","0.05038803624327648","0.05038803624327648"
"8099056","0.052515086254423214","0.052515086254423214","0.052515086254423214"
"8099124","0.05326913239715121","0.05326913239715121","0.05326913239715121"
"8099468","0.055754724255291856","0.055754724255291856","0.055754724255291856"
"8100360","0.05661029123768976","0.05661029123768976","0.05661029123768976"
"8100576","0.05849376657386381","0.05849376657386381","0.05849376657386381"
"8101508","0.05928873914362323","0.05928873914362323","0.05928873914362323"
"8102712","0.057713392336380585","0.057713392336380585","0.057713392336380585"
"8104228","0.05564597916933483","0.05564597916933483","0.05564597916933483"
"8106972","0.05308847522483503","0.05308847522483503","0.05308847522483503"
"8107108","0.052733399353756524","0.052733399353756524","0.052733399353756524"
"8107476","0.05138971149592802","0.05138971149592802","0.05138971149592802"
"8108012","0.04948455909644375","0.04948455909644375","0.04948455909644375"
"8108912","0.048830842280289694","0.048830842280289694","0.048830842280289694"
"8109244","0.04842106050067169","0.04842106050067169","0.04842106050067169"
"8109412","0.04891488041366458","0.04891488041366458","0.04891488041366458"
"8109836","0.04749393584646388","0.04749393584646388","0.04749393584646388"
"8110212","0.04802087601204069","0.04802087601204069","0.04802087601204069"
"8110272","0.047085823158713104","0.047085823158713104","0.047085823158713104"
"8111684","0.04830711352193713","0.04830711352193713","0.04830711352193713"
"8111812","0.047514314301990185","0.047514314301990185","0.047514314301990185"
"8113012","0.047187083049428785","0.047187083049428785","0.047187083049428785"
"8113344","0.048205806426699686","0.048205806426699686","0.048205806426699686"
"8114088","0.05136999083726623","0.05136999083726623","0.05136999083726623"
"8114176","0.05062640468939977","0.05062640468939977","0.05062640468939977"
"8115060","0.05148863203265787","0.05148863203265787","0.05148863203265787"
"8116388","0.05232044399972988","0.05232044399972988","0.05232044399972988"
"8116644","0.052356634870079063","0.052356634870079063","0.052356634870079063"
"8116664","0.0531307846091847","0.0531307846091847","0.0531307846091847"
"8117728","0.05080386088805191","0.05080386088805191","0.05080386088805191"
"8118080","0.05157993921838987","0.05157993921838987","0.05157993921838987"
"8118528","0.05027457743691405","0.05027457743691405","0.05027457743691405"
"8118596","0.04846589976001848","0.04846589976001848","0.04846589976001848"
"8119020","0.04674061351524143","0.04674061351524143","0.04674061351524143"
"8119336","0.04428563100328525","0.04428563100328525","0.04428563100328525"
"8119600","0.046284974582740494","0.046284974582740494","0.046284974582740494"
"8120128","0.0452399144811469","0.0452399144811469","0.0452399144811469"
"8120512","0.04538178387508812","0.04538178387508812","0.04538178387508812"
"8120724","0.0445287683613316","0.0445287683613316","0.0445287683613316"
"8120728","0.04461000078287771","0.04461000078287771","0.04461000078287771"
"8121096","0.04445229922608094","0.04445229922608094","0.04445229922608094"
"8121424","0.042162058530871495","0.042162058530871495","0.042162058530871495"
"8121708","0.043904618055932494","0.043904618055932494","0.043904618055932494"
"8121712","0.046435829432296336","0.046435829432296336","0.046435829432296336"
"8122388","0.04639870920721661","0.04639870920721661","0.04639870920721661"
"8122836","0.04739906829619807","0.04739906829619807","0.04739906829619807"
"8122856","0.046357512269675875","0.046357512269675875","0.046357512269675875"
"8123276","0.04473574058844674","0.04473574058844674","0.04473574058844674"
"8123704","0.046696719032588686","0.046696719032588686","0.046696719032588686"
"8123816","0.04702677522074021","0.04702677522074021","0.04702677522074021"
"8124016","0.046851166907937454","0.046851166907937454","0.046851166907937454"
"8124024","0.045129353452294574","0.045129353452294574","0.045129353452294574"
"8124524","0.04569213919346589","0.04569213919346589","0.04569213919346589"
"8125736","0.04706098467748213","0.04706098467748213","0.04706098467748213"
"8128732","0.045750063376732125","0.045750063376732125","0.045750063376732125"
"8129940","0.043339423095054654","0.043339423095054654","0.043339423095054654"
"8130292","0.04171717211041805","0.04171717211041805","0.04171717211041805"
"8130728","0.043177576755743206","0.043177576755743206","0.043177576755743206"
"8131148","0.04545343373848824","0.04545343373848824","0.04545343373848824"
"8131464","0.04549357246985857","0.04549357246985857","0.04549357246985857"
"8132912","0.04672056561433632","0.04672056561433632","0.04672056561433632"
"8133564","0.04649080781197905","0.04649080781197905","0.04649080781197905"
"8133680","0.048499728397051516","0.048499728397051516","0.048499728397051516"
"8134592","0.049487704319883564","0.049487704319883564","0.049487704319883564"
"8134840","0.047468430137407626","0.047468430137407626","0.047468430137407626"
"8134904","0.050978251727381504","0.050978251727381504","0.050978251727381504"
"8135328","0.050953430428329886","0.050953430428329886","0.050953430428329886"
"8135496","0.050333714040063864","0.050333714040063864","0.050333714040063864"
"8135660","0.048673585760899786","0.048673585760899786","0.048673585760899786"
"8136392","0.04718942806924049","0.04718942806924049","0.04718942806924049"
"8136556","0.04743555927716692","0.04743555927716692","0.04743555927716692"
"8137808","0.04684725121283344","0.04684725121283344","0.04684725121283344"
"8137924","0.04358064173978939","0.04358064173978939","0.04358064173978939"
"8138012","0.040419880240342786","0.040419880240342786","0.040419880240342786"
"8138152","0.041208973624017264","0.041208973624017264","0.041208973624017264"
"8138352","0.041786481236974565","0.041786481236974565","0.041786481236974565"
"8138584","0.04110015969744127","0.04110015969744127","0.04110015969744127"
"8139196","0.040400669878471344","0.040400669878471344","0.040400669878471344"
"8140416","0.041658006786501695","0.041658006786501695","0.041658006786501695"
"8141352","0.04181360131161588","0.04181360131161588","0.04181360131161588"
"8141388","0.04241360372091505","0.04241360372091505","0.04241360372091505"
"8142312","0.04066777114012024","0.04066777114012024","0.04066777114012024"
"8142400","0.039963195152656325","0.039963195152656325","0.039963195152656325"
"8142700","0.040963284937241655","0.040963284937241655","0.040963284937241655"
"8143876","0.043472355144399705","0.043472355144399705","0.043472355144399705"
"8144680","0.04291819786742318","0.04291819786742318","0.04291819786742318"
"8145480","0.04266643263844828","0.04266643263844828","0.04266643263844828"
"8145820","0.04226735352655939","0.04226735352655939","0.04226735352655939"
"8145940","0.043845971525895776","0.043845971525895776","0.043845971525895776"
"8146468","0.04381518491916737","0.04381518491916737","0.04381518491916737"
"8146700","0.042382776288019335","0.042382776288019335","0.042382776288019335"
"8147020","0.043361171092472194","0.043361171092472194","0.043361171092472194"
"8147152","0.042333188250451764","0.042333188250451764","0.042333188250451764"
"8147584","0.04066399208253193","0.04066399208253193","0.04066399208253193"
"8148816","0.04068838755128801","0.04068838755128801","0.04068838755128801"
"8148868","0.0415333447184438","0.0415333447184438","0.0415333447184438"
"8149184","0.04349335603460885","0.04349335603460885","0.04349335603460885"
"8149768","0.044739387600400485","0.044739387600400485","0.044739387600400485"
"8149792","0.043962990136673055","0.043962990136673055","0.043962990136673055"
"8150568","0.04494906807107516","0.04494906807107516","0.04494906807107516"
"8150876","0.04433002349322042","0.04433002349322042","0.04433002349322042"
"8150920","0.044838436291244115","0.044838436291244115","0.044838436291244115"
"8151828","0.04532800824794411","0.04532800824794411","0.04532800824794411"
"8152140","0.04347320975687168","0.04347320975687168","0.04347320975687168"
"8152636","0.04367601506085394","0.04367601506085394","0.04367601506085394"
"8153128","0.043705103339594965","0.043705103339594965","0.043705103339594965"
"8153360","0.04532852970264543","0.04532852970264543","0.04532852970264543"
"8155228","0.0453126490649623","0.0453126490649623","0.0453126490649623"
"8155276","0.04391992626390781","0.04391992626390781","0.04391992626390781"
"8155696","0.0442075724784618","0.0442075724784618","0.0442075724784618"
"8156584","0.04404190670780347","0.04404190670780347","0.04404190670780347"
"8156884","0.04500920103991767","0.04500920103991767","0.04500920103991767"
"8157156","0.04350884975554254","0.04350884975554254","0.04350884975554254"
"8157612","0.042822884532459436","0.042822884532459436","0.042822884532459436"
"8157736","0.04461444487341985","0.04461444487341985","0.04461444487341985"
"8158120","0.04057338385352934","0.04057338385352934","0.04057338385352934"
"8158708","0.04059411696436211","0.04059411696436211","0.04059411696436211"
"8158724","0.04223837483863003","0.04223837483863003","0.04223837483863003"
"8158960","0.04383660109780453","0.04383660109780453","0.04383660109780453"
"8159164","0.04464441177716994","0.04464441177716994","0.04464441177716994"
"8159304","0.043308310457595055","0.043308310457595055","0.043308310457595055"
"8159556","0.04561931178878405","0.04561931178878405","0.04561931178878405"
"8160392","0.0482818682031157","0.0482818682031157","0.0482818682031157"
"8160848","0.04981712867442029","0.04981712867442029","0.04981712867442029"
"8161556","0.05021412222170392","0.05021412222170392","0.05021412222170392"
"8162464","0.0489388368295604","0.0489388368295604","0.0489388368295604"
"8162536","0.050128710673194334","0.050128710673194334","0.050128710673194334"
"8162720","0.04951796617899301","0.04951796617899301","0.04951796617899301"
"8162884","0.0480557025076294","0.0480557025076294","0.0480557025076294"
"8163088","0.04838745253656817","0.04838745253656817","0.04838745253656817"
"8163244","0.04632039639095407","0.04632039639095407","0.04632039639095407"
"8163524","0.04731498617712313","0.04731498617712313","0.04731498617712313"
"8163816","0.05029286842185992","0.05029286842185992","0.05029286842185992"
"8163824","0.05027431611071491","0.05027431611071491","0.05027431611071491"
"8164928","0.04797341295514097","0.04797341295514097","0.04797341295514097"
"8165660","0.04931463096923282","0.04931463096923282","0.04931463096923282"
"8165912","0.05092705778289881","0.05092705778289881","0.05092705778289881"
"8166468","0.0509016809113573","0.0509016809113573","0.0509016809113573"
"8166764","0.051055864756879996","0.051055864756879996","0.051055864756879996"
"8167260","0.05293395218738886","0.05293395218738886","0.05293395218738886"
"8168256","0.05366867939818237","0.05366867939818237","0.05366867939818237"
"8168456","0.05491661585214513","0.05491661585214513","0.05491661585214513"
"8169384","0.05325689011989903","0.05325689011989903","0.05325689011989903"
"8170040","0.05339920825557072","0.05339920825557072","0.05339920825557072"
"8170084","0.053366149245793644","0.053366149245793644","0.053366149245793644"
"8170804","0.053535127138792944","0.053535127138792944","0.053535127138792944"
"8171272","0.05220122252017565","0.05220122252017565","0.05220122252017565"
"8171580","0.05088000423037438","0.05088000423037438","0.05088000423037438"
"8172060","0.04875857224152273","0.04875857224152273","0.04875857224152273"
"8172332","0.04906917793753169","0.04906917793753169","0.04906917793753169"
"8172404","0.04993797785502526","0.04993797785502526","0.04993797785502526"
"8173352","0.05105894094697807","0.05105894094697807","0.05105894094697807"
"8173680","0.051237977763275516","0.051237977763275516","0.051237977763275516"
"8174188","0.05181985953067374","0.05181985953067374","0.05181985953067374"
"8174620","0.05166059495697693","0.05166059495697693","0.05166059495697693"
"8175300","0.053317140331625074","0.053317140331625074","0.053317140331625074"
"8175664","0.051766359958461024","0.051766359958461024","0.051766359958461024"
"8175784","0.050381798032480864","0.050381798032480864","0.050381798032480864"
"8176360","0.050456476595844534","0.050456476595844534","0.050456476595844534"
"8176448","0.052689203719906846","0.052689203719906846","0.052689203719906846"
"8177020","0.05379222870775612","0.05379222870775612","0.05379222870775612"
"8177288","0.051903781708147745","0.051903781708147745","0.051903781708147745"
"8177344","0.052887028087053485","0.052887028087053485","0.052887028087053485"
"8177484","0.053138999657576604","0.053138999657576604","0.053138999657576604"
"8178168","0.05282014332324131","0.05282014332324131","0.05282014332324131"
"8178348","0.05254308558211426","0.05254308558211426","0.05254308558211426"
"8178936","0.05321665734120655","0.05321665734120655","0.05321665734120655"
"8180476","0.05373103127616817","0.05373103127616817","0.05373103127616817"
"8180636","0.05341919532678319","0.05341919532678319","0.05341919532678319"
"8181984","0.05461531716616731","0.05461531716616731","0.05461531716616731"
"8182168","0.054458549916258404","0.054458549916258404","0.054458549916258404"
"8183092","0.05468224570488891","0.05468224570488891","0.05468224570488891"
"8183404","0.05398601966273956","0.05398601966273956","0.05398601966273956"
"8185412","0.05360942019740396","0.05360942019740396","0.05360942019740396"
"8185660","0.05137720986953957","0.05137720986953957","0.05137720986953957"
"8186000","0.05398049334228338","0.05398049334228338","0.05398049334228338"
"8186212","0.05286290960700013","0.05286290960700013","0.05286290960700013"
"8186444","0.05306794390801192","0.05306794390801192","0.05306794390801192"
"8187528","0.0539182917432744","0.0539182917432744","0.0539182917432744"
"8188868","0.05559357712472342","0.05559357712472342","0.05559357712472342"
"8189556","0.05528328876480164","0.05528328876480164","0.05528328876480164"
"8190784","0.05431572989360745","0.05431572989360745","0.05431572989360745"
"8191068","0.05216504918635633","0.05216504918635633","0.05216504918635633"
"8191852","0.05329520387717637","0.05329520387717637","0.05329520387717637"
"8193172","0.0532864906907805","0.0532864906907805","0.0532864906907805"
"8193448","0.05253050325445133","0.05253050325445133","0.05253050325445133"
"8193612","0.052777036950511114","0.052777036950511114","0.052777036950511114"
"8193888","0.05272015987166251","0.05272015987166251","0.05272015987166251"
"8194108","0.05394426304980421","0.05394426304980421","0.05394426304980421"
"8194852","0.054356273504748386","0.054356273504748386","0.054356273504748386"
"8195544","0.05545447792809528","0.05545447792809528","0.05545447792809528"
"8196068","0.054952938529301276","0.054952938529301276","0.054952938529301276"
"8196096","0.056605225558357286","0.056605225558357286","0.056605225558357286"
"8196624","0.05758580098121783","0.05758580098121783","0.05758580098121783"
"8196960","0.05939939886655809","0.05939939886655809","0.05939939886655809"
"8197192","0.05790952737925986","0.05790952737925986","0.05790952737925986"
"8197280","0.05526669469134319","0.05526669469134319","0.05526669469134319"
"8197660","0.057127529281509964","0.057127529281509964","0.057127529281509964"
"8197864","0.060922897549852945","0.060922897549852945","0.060922897549852945"
"8197884","0.062006400998020544","0.062006400998020544","0.062006400998020544"
"8198408","0.06163400200484872","0.06163400200484872","0.06163400200484872"
"8199088","0.06141594485968576","0.06141594485968576","0.06141594485968576"
"8199320","0.06131314041100786","0.06131314041100786","0.06131314041100786"
"8199720","0.06298591260766735","0.06298591260766735","0.06298591260766735"
"8199836","0.06321008313889329","0.06321008313889329","0.06321008313889329"
"8199916","0.06268658810483639","0.06268658810483639","0.06268658810483639"
"8199984","0.0614264766340931","0.0614264766340931","0.0614264766340931"
"8200188","0.06288351549672559","0.06288351549672559","0.06288351549672559"
"8200644","0.06419171250347351","0.06419171250347351","0.06419171250347351"
"8201640","0.06350214746186876","0.06350214746186876","0.06350214746186876"
"8203568","0.06139768671342356","0.06139768671342356","0.06139768671342356"
"8205700","0.061607554225091544","0.061607554225091544","0.061607554225091544"
"8206300","0.06163871163149289","0.06163871163149289","0.06163871163149289"
"8206496","0.06090927177483917","0.06090927177483917","0.06090927177483917"
"8206928","0.05963534100254009","0.05963534100254009","0.05963534100254009"
"8206952","0.06165274940010775","0.06165274940010775","0.06165274940010775"
"8207568","0.06041280894449875","0.06041280894449875","0.06041280894449875"
"8207852","0.059798569222285144","0.059798569222285144","0.059798569222285144"
"8207948","0.05958689509999977","0.05958689509999977","0.05958689509999977"
"8208452","0.06016385424569582","0.06016385424569582","0.06016385424569582"
"8208472","0.06354369595848654","0.06354369595848654","0.06354369595848654"
"8208756","0.06096925533100643","0.06096925533100643","0.06096925533100643"
"8208784","0.06082773691146556","0.06082773691146556","0.06082773691146556"
"8208860","0.06017357819959975","0.06017357819959975","0.06017357819959975"
"8209232","0.06098957914531364","0.06098957914531364","0.06098957914531364"
"8209308","0.05983348927939238","0.05983348927939238","0.05983348927939238"
"8210280","0.06174457896818959","0.06174457896818959","0.06174457896818959"
"8210528","0.06298593121169692","0.06298593121169692","0.06298593121169692"
"8210920","0.06191096095891337","0.06191096095891337","0.06191096095891337"
"8211904","0.06255122732822507","0.06255122732822507","0.06255122732822507"
"8212004","0.06077783028633617","0.06077783028633617","0.06077783028633617"
"8213076","0.06074399845818355","0.06074399845818355","0.06074399845818355"
"8213140","0.059149022027937426","0.059149022027937426","0.059149022027937426"
"8214688","0.058716787547678735","0.058716787547678735","0.058716787547678735"
"8214804","0.060588957577637756","0.060588957577637756","0.060588957577637756"
"8215784","0.05851948982055835","0.05851948982055835","0.05851948982055835"
"8216800","0.057481894320653676","0.057481894320653676","0.057481894320653676"
