"Step","tough-resonance-55 - train/shaping_reward","tough-resonance-55 - train/shaping_reward__MIN","tough-resonance-55 - train/shaping_reward__MAX"
"8016400","0.061035184591063704","0.061035184591063704","0.061035184591063704"
"8016444","0.06160327726079908","0.06160327726079908","0.06160327726079908"
"8017144","0.06294803860060526","0.06294803860060526","0.06294803860060526"
"8017820","0.06355909676269025","0.06355909676269025","0.06355909676269025"
"8017892","0.06417511619872918","0.06417511619872918","0.06417511619872918"
"8018388","0.06237692531151492","0.06237692531151492","0.06237692531151492"
"8018676","0.06327033977299963","0.06327033977299963","0.06327033977299963"
"8019344","0.06345761522574682","0.06345761522574682","0.06345761522574682"
"8020860","0.06414111492648221","0.06414111492648221","0.06414111492648221"
"8021100","0.06279274200871007","0.06279274200871007","0.06279274200871007"
"8021164","0.062263228921107534","0.062263228921107534","0.062263228921107534"
"8022324","0.06098492305249762","0.06098492305249762","0.06098492305249762"
"8022464","0.05985345091056751","0.05985345091056751","0.05985345091056751"
"8022640","0.060916195186286784","0.060916195186286784","0.060916195186286784"
"8022840","0.062017255918643176","0.062017255918643176","0.062017255918643176"
"8023316","0.06297443388887639","0.06297443388887639","0.06297443388887639"
"8023376","0.06289939939723597","0.06289939939723597","0.06289939939723597"
"8023556","0.06375507803608735","0.06375507803608735","0.06375507803608735"
"8024440","0.06518973448107966","0.06518973448107966","0.06518973448107966"
"8024708","0.06525807085833712","0.06525807085833712","0.06525807085833712"
"8024880","0.0658857560072237","0.0658857560072237","0.0658857560072237"
"8025380","0.06738377360608246","0.06738377360608246","0.06738377360608246"
"8025700","0.06813369357148157","0.06813369357148157","0.06813369357148157"
"8025992","0.06711451108783978","0.06711451108783978","0.06711451108783978"
"8026080","0.06361125495258885","0.06361125495258885","0.06361125495258885"
"8026800","0.06226866749264346","0.06226866749264346","0.06226866749264346"
"8027056","0.06252113288202808","0.06252113288202808","0.06252113288202808"
"8027336","0.062114244485212355","0.062114244485212355","0.062114244485212355"
"8027804","0.0663554268550853","0.0663554268550853","0.0663554268550853"
"8027936","0.06609376951437032","0.06609376951437032","0.06609376951437032"
"8028620","0.0679388573359963","0.0679388573359963","0.0679388573359963"
"8029044","0.06689414728017126","0.06689414728017126","0.06689414728017126"
"8029376","0.06848565481494487","0.06848565481494487","0.06848565481494487"
"8030044","0.06782255979785393","0.06782255979785393","0.06782255979785393"
"8030236","0.06905059046261508","0.06905059046261508","0.06905059046261508"
"8031532","0.06692260097748448","0.06692260097748448","0.06692260097748448"
"8031600","0.06533660715811855","0.06533660715811855","0.06533660715811855"
"8032524","0.0647242473787642","0.0647242473787642","0.0647242473787642"
"8032876","0.06507172715583708","0.06507172715583708","0.06507172715583708"
"8033100","0.06725910632556778","0.06725910632556778","0.06725910632556778"
"8033804","0.06859455296723194","0.06859455296723194","0.06859455296723194"
"8034640","0.06932929593878194","0.06932929593878194","0.06932929593878194"
"8034760","0.06922165913390378","0.06922165913390378","0.06922165913390378"
"8034832","0.06800420360577468","0.06800420360577468","0.06800420360577468"
"8035504","0.06669923636867574","0.06669923636867574","0.06669923636867574"
"8036288","0.06736173076913005","0.06736173076913005","0.06736173076913005"
"8036764","0.06754880213143351","0.06754880213143351","0.06754880213143351"
"8037112","0.06818918885406731","0.06818918885406731","0.06818918885406731"
"8037460","0.06723476310258843","0.06723476310258843","0.06723476310258843"
"8038532","0.06544507815820605","0.06544507815820605","0.06544507815820605"
"8038544","0.06701428930471094","0.06701428930471094","0.06701428930471094"
"8038700","0.0667791020990738","0.0667791020990738","0.0667791020990738"
"8039024","0.06711315734512989","0.06711315734512989","0.06711315734512989"
"8039512","0.06668110920628263","0.06668110920628263","0.06668110920628263"
"8039672","0.06742958083123846","0.06742958083123846","0.06742958083123846"
"8039680","0.06776047912231391","0.06776047912231391","0.06776047912231391"
"8039772","0.06408238646415311","0.06408238646415311","0.06408238646415311"
"8040116","0.06522426892968211","0.06522426892968211","0.06522426892968211"
"8040600","0.06690740033481501","0.06690740033481501","0.06690740033481501"
"8040996","0.06906307590125987","0.06906307590125987","0.06906307590125987"
"8041404","0.0686311140019812","0.0686311140019812","0.0686311140019812"
"8042004","0.07034038218940357","0.07034038218940357","0.07034038218940357"
"8042860","0.07178885441065365","0.07178885441065365","0.07178885441065365"
"8042960","0.07101113276842369","0.07101113276842369","0.07101113276842369"
"8043064","0.0692864175620636","0.0692864175620636","0.0692864175620636"
"8043780","0.0700230004071008","0.0700230004071008","0.0700230004071008"
"8044012","0.06803698460646725","0.06803698460646725","0.06803698460646725"
"8044072","0.06550618709179454","0.06550618709179454","0.06550618709179454"
"8044372","0.06523204886981122","0.06523204886981122","0.06523204886981122"
"8044624","0.06474855864122303","0.06474855864122303","0.06474855864122303"
"8044696","0.06650019949356017","0.06650019949356017","0.06650019949356017"
"8044824","0.06455806457543244","0.06455806457543244","0.06455806457543244"
"8045072","0.06275277214213668","0.06275277214213668","0.06275277214213668"
"8045132","0.06426242231303088","0.06426242231303088","0.06426242231303088"
"8045432","0.06639063771437137","0.06639063771437137","0.06639063771437137"
"8045644","0.06767830002014792","0.06767830002014792","0.06767830002014792"
"8045752","0.0670911330746347","0.0670911330746347","0.0670911330746347"
"8045784","0.06549984849444511","0.06549984849444511","0.06549984849444511"
"8046124","0.06467786275992377","0.06467786275992377","0.06467786275992377"
"8046276","0.06409533209040282","0.06409533209040282","0.06409533209040282"
"8046516","0.06173414768941941","0.06173414768941941","0.06173414768941941"
"8046712","0.061955971979810086","0.061955971979810086","0.061955971979810086"
"8047236","0.061287758972010185","0.061287758972010185","0.061287758972010185"
"8047288","0.06156112779657702","0.06156112779657702","0.06156112779657702"
"8048888","0.061474815616696495","0.061474815616696495","0.061474815616696495"
"8049036","0.06173492682433862","0.06173492682433862","0.06173492682433862"
"8049132","0.06512422393204233","0.06512422393204233","0.06512422393204233"
"8050316","0.06591653495020075","0.06591653495020075","0.06591653495020075"
"8050572","0.06548035650961898","0.06548035650961898","0.06548035650961898"
"8050908","0.06275819362297026","0.06275819362297026","0.06275819362297026"
"8051832","0.06273840784340598","0.06273840784340598","0.06273840784340598"
"8051852","0.06166143614677213","0.06166143614677213","0.06166143614677213"
"8053384","0.06179785250477996","0.06179785250477996","0.06179785250477996"
"8053412","0.06185885531591477","0.06185885531591477","0.06185885531591477"
"8053456","0.06381203109858884","0.06381203109858884","0.06381203109858884"
"8053876","0.0646275600809171","0.0646275600809171","0.0646275600809171"
"8054392","0.06414722512726374","0.06414722512726374","0.06414722512726374"
"8054496","0.06369581859149044","0.06369581859149044","0.06369581859149044"
"8054696","0.06349683260772593","0.06349683260772593","0.06349683260772593"
"8054712","0.06529133358307053","0.06529133358307053","0.06529133358307053"
"8055528","0.06451784516448537","0.06451784516448537","0.06451784516448537"
"8055828","0.06444372720793877","0.06444372720793877","0.06444372720793877"
"8056404","0.06373337293849354","0.06373337293849354","0.06373337293849354"
"8057472","0.06345930674902103","0.06345930674902103","0.06345930674902103"
"8058476","0.06292889604075193","0.06292889604075193","0.06292889604075193"
"8059412","0.06339050553449366","0.06339050553449366","0.06339050553449366"
"8059660","0.06683471195771791","0.06683471195771791","0.06683471195771791"
"8060864","0.06663663389191535","0.06663663389191535","0.06663663389191535"
"8060888","0.06414991468026758","0.06414991468026758","0.06414991468026758"
"8061044","0.06441759925939064","0.06441759925939064","0.06441759925939064"
"8061292","0.06419055941840612","0.06419055941840612","0.06419055941840612"
"8061796","0.06381446392211204","0.06381446392211204","0.06381446392211204"
"8061896","0.06448010049401436","0.06448010049401436","0.06448010049401436"
"8061912","0.06304091794347888","0.06304091794347888","0.06304091794347888"
"8061964","0.06259476717521611","0.06259476717521611","0.06259476717521611"
"8062128","0.06304718645087133","0.06304718645087133","0.06304718645087133"
"8062340","0.06310918499927891","0.06310918499927891","0.06310918499927891"
"8062640","0.06577586805859882","0.06577586805859882","0.06577586805859882"
"8062792","0.06610235881924567","0.06610235881924567","0.06610235881924567"
"8063400","0.06491123409974883","0.06491123409974883","0.06491123409974883"
"8063524","0.06409611397453223","0.06409611397453223","0.06409611397453223"
"8063556","0.0650528255631947","0.0650528255631947","0.0650528255631947"
"8064444","0.0663300831009878","0.0663300831009878","0.0663300831009878"
"8064868","0.06603325763933045","0.06603325763933045","0.06603325763933045"
"8065284","0.0663434030978437","0.0663434030978437","0.0663434030978437"
"8065728","0.06510989547274666","0.06510989547274666","0.06510989547274666"
"8068292","0.06539305452269002","0.06539305452269002","0.06539305452269002"
"8068432","0.0654699527410205","0.0654699527410205","0.0654699527410205"
"8068736","0.06392505501314999","0.06392505501314999","0.06392505501314999"
"8069152","0.06673853279732049","0.06673853279732049","0.06673853279732049"
"8069372","0.06728531795936298","0.06728531795936298","0.06728531795936298"
"8069716","0.06840962173738968","0.06840962173738968","0.06840962173738968"
"8069744","0.06854613754073235","0.06854613754073235","0.06854613754073235"
"8070156","0.06882930549245811","0.06882930549245811","0.06882930549245811"
"8070796","0.06940007627288328","0.06940007627288328","0.06940007627288328"
"8070832","0.06997304131041104","0.06997304131041104","0.06997304131041104"
"8070848","0.06868383462030693","0.06868383462030693","0.06868383462030693"
"8071180","0.06660927737613304","0.06660927737613304","0.06660927737613304"
"8071656","0.06910634474308001","0.06910634474308001","0.06910634474308001"
"8072056","0.07057308290597941","0.07057308290597941","0.07057308290597941"
"8072392","0.06913915496537074","0.06913915496537074","0.06913915496537074"
"8072508","0.06651164607162856","0.06651164607162856","0.06651164607162856"
"8072584","0.06666168766858353","0.06666168766858353","0.06666168766858353"
"8073224","0.06807324330959634","0.06807324330959634","0.06807324330959634"
"8073496","0.06718766070026837","0.06718766070026837","0.06718766070026837"
"8073504","0.06688727464063379","0.06688727464063379","0.06688727464063379"
"8073936","0.06974922974384679","0.06974922974384679","0.06974922974384679"
"8074148","0.0706816770292216","0.0706816770292216","0.0706816770292216"
"8074424","0.07043189879356637","0.07043189879356637","0.07043189879356637"
"8075220","0.07096989998844407","0.07096989998844407","0.07096989998844407"
"8076620","0.07046115767602285","0.07046115767602285","0.07046115767602285"
"8077204","0.06864453393649877","0.06864453393649877","0.06864453393649877"
"8077464","0.06763884410292849","0.06763884410292849","0.06763884410292849"
"8077636","0.06539537822331994","0.06539537822331994","0.06539537822331994"
"8078456","0.06699127583144986","0.06699127583144986","0.06699127583144986"
"8078840","0.06657795540071385","0.06657795540071385","0.06657795540071385"
"8079172","0.0662316790096756","0.0662316790096756","0.0662316790096756"
"8079672","0.0677090689929276","0.0677090689929276","0.0677090689929276"
"8079876","0.06541589305855453","0.06541589305855453","0.06541589305855453"
"8080056","0.06661482179652858","0.06661482179652858","0.06661482179652858"
"8080636","0.06543729241964692","0.06543729241964692","0.06543729241964692"
"8080840","0.06325244282391884","0.06325244282391884","0.06325244282391884"
"8081368","0.06469396412333853","0.06469396412333853","0.06469396412333853"
"8081508","0.06516056519381566","0.06516056519381566","0.06516056519381566"
"8081588","0.06350919948439979","0.06350919948439979","0.06350919948439979"
"8081928","0.06568789732795778","0.06568789732795778","0.06568789732795778"
"8081984","0.06530805801280859","0.06530805801280859","0.06530805801280859"
"8082488","0.06480704126171229","0.06480704126171229","0.06480704126171229"
"8082524","0.06566393296055556","0.06566393296055556","0.06566393296055556"
"8082568","0.06510922157543084","0.06510922157543084","0.06510922157543084"
"8082728","0.06450500099723083","0.06450500099723083","0.06450500099723083"
"8083412","0.0634877153594487","0.0634877153594487","0.0634877153594487"
"8083532","0.06190744047448422","0.06190744047448422","0.06190744047448422"
"8083900","0.06277623128366155","0.06277623128366155","0.06277623128366155"
"8084384","0.06418150017775143","0.06418150017775143","0.06418150017775143"
"8084920","0.06484619319403548","0.06484619319403548","0.06484619319403548"
"8085708","0.06646166555621763","0.06646166555621763","0.06646166555621763"
"8086088","0.06825354572360295","0.06825354572360295","0.06825354572360295"
"8086136","0.06683828961091849","0.06683828961091849","0.06683828961091849"
"8086528","0.06648385706832297","0.06648385706832297","0.06648385706832297"
"8086888","0.06637929213481372","0.06637929213481372","0.06637929213481372"
"8087512","0.06623958728627465","0.06623958728627465","0.06623958728627465"
"8087568","0.06733081598007686","0.06733081598007686","0.06733081598007686"
"8088756","0.06570020156558724","0.06570020156558724","0.06570020156558724"
"8088840","0.06539458869650855","0.06539458869650855","0.06539458869650855"
"8090176","0.06450548387787775","0.06450548387787775","0.06450548387787775"
"8090424","0.06518769435503674","0.06518769435503674","0.06518769435503674"
"8090864","0.06362316420303188","0.06362316420303188","0.06362316420303188"
"8090944","0.06387052846845678","0.06387052846845678","0.06387052846845678"
"8091172","0.0638514793066503","0.0638514793066503","0.0638514793066503"
"8092352","0.06625074787701588","0.06625074787701588","0.06625074787701588"
"8092596","0.06658477890940588","0.06658477890940588","0.06658477890940588"
"8092796","0.06605419955504181","0.06605419955504181","0.06605419955504181"
"8092980","0.06611411584208937","0.06611411584208937","0.06611411584208937"
"8093444","0.06507378105434052","0.06507378105434052","0.06507378105434052"
"8094600","0.06525696914392448","0.06525696914392448","0.06525696914392448"
"8094824","0.06386654738847777","0.06386654738847777","0.06386654738847777"
"8095616","0.06408149002241989","0.06408149002241989","0.06408149002241989"
"8095688","0.06251029545083281","0.06251029545083281","0.06251029545083281"
"8096460","0.06284766381862275","0.06284766381862275","0.06284766381862275"
"8096624","0.06201580430376993","0.06201580430376993","0.06201580430376993"
"8097080","0.06299715338917063","0.06299715338917063","0.06299715338917063"
"8097828","0.06481527172396888","0.06481527172396888","0.06481527172396888"
"8098216","0.06722351222192502","0.06722351222192502","0.06722351222192502"
"8099016","0.06674209423276763","0.06674209423276763","0.06674209423276763"
"8099140","0.06465982996210519","0.06465982996210519","0.06465982996210519"
"8099796","0.06510916310527852","0.06510916310527852","0.06510916310527852"
"8099820","0.06403627545833772","0.06403627545833772","0.06403627545833772"
"8099888","0.06521401821803961","0.06521401821803961","0.06521401821803961"
"8101004","0.0657425652268429","0.0657425652268429","0.0657425652268429"
"8101120","0.0657515997212101","0.0657515997212101","0.0657515997212101"
"8101184","0.0667425117744556","0.0667425117744556","0.0667425117744556"
"8102000","0.06762398297978481","0.06762398297978481","0.06762398297978481"
"8102360","0.06961324067761289","0.06961324067761289","0.06961324067761289"
"8102788","0.07094530802674198","0.07094530802674198","0.07094530802674198"
"8103128","0.07137027960513287","0.07137027960513287","0.07137027960513287"
"8103256","0.0698640243489771","0.0698640243489771","0.0698640243489771"
"8104072","0.06831301632692113","0.06831301632692113","0.06831301632692113"
"8104484","0.06863644752261107","0.06863644752261107","0.06863644752261107"
"8104592","0.06894106544089341","0.06894106544089341","0.06894106544089341"
"8104868","0.06953018592083193","0.06953018592083193","0.06953018592083193"
"8105244","0.06888500857039764","0.06888500857039764","0.06888500857039764"
"8106004","0.07027920145203756","0.07027920145203756","0.07027920145203756"
"8106248","0.06959131527836757","0.06959131527836757","0.06959131527836757"
"8106632","0.06868876867851169","0.06868876867851169","0.06868876867851169"
"8106660","0.06810819699473898","0.06810819699473898","0.06810819699473898"
"8106992","0.06785783060770968","0.06785783060770968","0.06785783060770968"
"8108248","0.06660604945289189","0.06660604945289189","0.06660604945289189"
"8110356","0.06718374429338611","0.06718374429338611","0.06718374429338611"
"8110436","0.06759584993106828","0.06759584993106828","0.06759584993106828"
"8110664","0.06573316156943655","0.06573316156943655","0.06573316156943655"
"8111036","0.06603967186254446","0.06603967186254446","0.06603967186254446"
"8111284","0.06600463675703402","0.06600463675703402","0.06600463675703402"
"8111480","0.06572179202196594","0.06572179202196594","0.06572179202196594"
"8111624","0.06654361648411727","0.06654361648411727","0.06654361648411727"
"8111704","0.06544697759529379","0.06544697759529379","0.06544697759529379"
"8112108","0.06592177833625529","0.06592177833625529","0.06592177833625529"
"8112208","0.0637977195847574","0.0637977195847574","0.0637977195847574"
"8112436","0.06207894131450169","0.06207894131450169","0.06207894131450169"
"8112764","0.06330072607874841","0.06330072607874841","0.06330072607874841"
"8112836","0.06451001082192033","0.06451001082192033","0.06451001082192033"
"8113060","0.06311281683354178","0.06311281683354178","0.06311281683354178"
"8113112","0.06183031407448998","0.06183031407448998","0.06183031407448998"
"8113360","0.061792336197894586","0.061792336197894586","0.061792336197894586"
"8113488","0.06147563918620791","0.06147563918620791","0.06147563918620791"
"8113896","0.06202633738598751","0.06202633738598751","0.06202633738598751"
"8114624","0.06199468264511731","0.06199468264511731","0.06199468264511731"
"8114664","0.06314698975636296","0.06314698975636296","0.06314698975636296"
"8114688","0.06342953716029805","0.06342953716029805","0.06342953716029805"
"8115028","0.06551440525805446","0.06551440525805446","0.06551440525805446"
"8115064","0.06438085349593346","0.06438085349593346","0.06438085349593346"
"8115256","0.06469555563928277","0.06469555563928277","0.06469555563928277"
"8115884","0.06434118485355124","0.06434118485355124","0.06434118485355124"
"8116184","0.06529359661846794","0.06529359661846794","0.06529359661846794"
"8116452","0.06811546753052392","0.06811546753052392","0.06811546753052392"
"8116556","0.06732780396012597","0.06732780396012597","0.06732780396012597"
"8117028","0.0684859929219973","0.0684859929219973","0.0684859929219973"
"8117256","0.06909023808869741","0.06909023808869741","0.06909023808869741"
"8117564","0.06985834286241172","0.06985834286241172","0.06985834286241172"
"8117644","0.07154417421727788","0.07154417421727788","0.07154417421727788"
"8117744","0.06978179021043245","0.06978179021043245","0.06978179021043245"
"8118272","0.06954475013364181","0.06954475013364181","0.06954475013364181"
"8118356","0.06874088213864599","0.06874088213864599","0.06874088213864599"
"8118428","0.06838676461551231","0.06838676461551231","0.06838676461551231"
"8118520","0.06731344907217983","0.06731344907217983","0.06731344907217983"
"8119492","0.06849180003811667","0.06849180003811667","0.06849180003811667"
"8119636","0.07047610572872733","0.07047610572872733","0.07047610572872733"
"8120032","0.06897899305943037","0.06897899305943037","0.06897899305943037"
"8120068","0.06903344083554556","0.06903344083554556","0.06903344083554556"
"8120728","0.06887536545015464","0.06887536545015464","0.06887536545015464"
"8120772","0.07018597369953315","0.07018597369953315","0.07018597369953315"
"8120820","0.0699443120225454","0.0699443120225454","0.0699443120225454"
"8121208","0.07056229407249298","0.07056229407249298","0.07056229407249298"
"8122156","0.07063048998708185","0.07063048998708185","0.07063048998708185"
"8122164","0.07100188880598494","0.07100188880598494","0.07100188880598494"
"8122380","0.07036943381844728","0.07036943381844728","0.07036943381844728"
"8122904","0.07199245234555743","0.07199245234555743","0.07199245234555743"
"8123612","0.07248217488473528","0.07248217488473528","0.07248217488473528"
"8123712","0.07199905533746437","0.07199905533746437","0.07199905533746437"
"8124728","0.07298735313132662","0.07298735313132662","0.07298735313132662"
"8124980","0.07186332177474472","0.07186332177474472","0.07186332177474472"
"8125428","0.0699726036215991","0.0699726036215991","0.0699726036215991"
"8125488","0.07032409334111675","0.07032409334111675","0.07032409334111675"
"8125560","0.06827752091810345","0.06827752091810345","0.06827752091810345"
"8125732","0.07002185530985507","0.07002185530985507","0.07002185530985507"
"8126420","0.0696290382413507","0.0696290382413507","0.0696290382413507"
"8126780","0.07226518133614816","0.07226518133614816","0.07226518133614816"
"8126816","0.07434765392785823","0.07434765392785823","0.07434765392785823"
"8127388","0.07344077783919521","0.07344077783919521","0.07344077783919521"
"8127436","0.07378406506002735","0.07378406506002735","0.07378406506002735"
"8128288","0.07493629456804174","0.07493629456804174","0.07493629456804174"
"8128384","0.07560377634876839","0.07560377634876839","0.07560377634876839"
"8129156","0.0741454689224382","0.0741454689224382","0.0741454689224382"
"8129440","0.07494481401085623","0.07494481401085623","0.07494481401085623"
"8129496","0.075480610299641","0.075480610299641","0.075480610299641"
"8129768","0.07357462675841474","0.07357462675841474","0.07357462675841474"
"8129968","0.07227981892282621","0.07227981892282621","0.07227981892282621"
"8130188","0.07255564233735647","0.07255564233735647","0.07255564233735647"
"8130264","0.07144052928174238","0.07144052928174238","0.07144052928174238"
"8130436","0.06951637432368035","0.06951637432368035","0.06951637432368035"
"8131308","0.07050904802242691","0.07050904802242691","0.07050904802242691"
"8131344","0.07094470491251981","0.07094470491251981","0.07094470491251981"
"8131500","0.07116405756158926","0.07116405756158926","0.07116405756158926"
"8132256","0.07125694515823594","0.07125694515823594","0.07125694515823594"
"8132528","0.07039579035192553","0.07039579035192553","0.07039579035192553"
"8132836","0.069323827543743","0.069323827543743","0.069323827543743"
"8132916","0.06895343914756183","0.06895343914756183","0.06895343914756183"
"8133164","0.07031603903683682","0.07031603903683682","0.07031603903683682"
"8133180","0.06956039812491666","0.06956039812491666","0.06956039812491666"
"8133268","0.06591172995892236","0.06591172995892236","0.06591172995892236"
"8133808","0.06924382452363784","0.06924382452363784","0.06924382452363784"
"8134008","0.06904063979128006","0.06904063979128006","0.06904063979128006"
"8134456","0.06981271771618903","0.06981271771618903","0.06981271771618903"
"8134832","0.06833288538486121","0.06833288538486121","0.06833288538486121"
"8134956","0.06814716921819128","0.06814716921819128","0.06814716921819128"
"8135112","0.06723256508827083","0.06723256508827083","0.06723256508827083"
"8135472","0.06540113091350397","0.06540113091350397","0.06540113091350397"
"8136136","0.06817194539355936","0.06817194539355936","0.06817194539355936"
"8136556","0.06726573926211997","0.06726573926211997","0.06726573926211997"
"8136824","0.06804405289190744","0.06804405289190744","0.06804405289190744"
"8137084","0.06801964817966877","0.06801964817966877","0.06801964817966877"
"8138024","0.06734163757406972","0.06734163757406972","0.06734163757406972"
"8138104","0.06714746153286372","0.06714746153286372","0.06714746153286372"
"8138156","0.06662906492458212","0.06662906492458212","0.06662906492458212"
"8138436","0.06573578402857584","0.06573578402857584","0.06573578402857584"
"8138588","0.0670169631227418","0.0670169631227418","0.0670169631227418"
"8139084","0.06570201634599517","0.06570201634599517","0.06570201634599517"
"8139552","0.06535940324816082","0.06535940324816082","0.06535940324816082"
"8139696","0.0662467899734755","0.0662467899734755","0.0662467899734755"
"8140124","0.06710913631103053","0.06710913631103053","0.06710913631103053"
"8140276","0.06489160302882263","0.06489160302882263","0.06489160302882263"
"8140308","0.06686229800876699","0.06686229800876699","0.06686229800876699"
"8140360","0.06694451297209705","0.06694451297209705","0.06694451297209705"
"8141352","0.06835969262091102","0.06835969262091102","0.06835969262091102"
"8141740","0.06829495494497925","0.06829495494497925","0.06829495494497925"
"8141912","0.06851603545451007","0.06851603545451007","0.06851603545451007"
"8141992","0.06834513770985545","0.06834513770985545","0.06834513770985545"
"8142544","0.06731300556029379","0.06731300556029379","0.06731300556029379"
"8142940","0.06708937889752896","0.06708937889752896","0.06708937889752896"
"8143160","0.0655860943269348","0.0655860943269348","0.0655860943269348"
"8143228","0.06495675679338798","0.06495675679338798","0.06495675679338798"
"8143592","0.06489934782682891","0.06489934782682891","0.06489934782682891"
"8143772","0.06644155895289777","0.06644155895289777","0.06644155895289777"
"8143864","0.06634158276287133","0.06634158276287133","0.06634158276287133"
"8144556","0.06626571152600876","0.06626571152600876","0.06626571152600876"
"8144812","0.06733136542675038","0.06733136542675038","0.06733136542675038"
"8144920","0.06623699187893091","0.06623699187893091","0.06623699187893091"
"8145012","0.06599791159102118","0.06599791159102118","0.06599791159102118"
"8145192","0.06682391556489631","0.06682391556489631","0.06682391556489631"
"8145584","0.06896476832131396","0.06896476832131396","0.06896476832131396"
"8146148","0.06900339208954918","0.06900339208954918","0.06900339208954918"
"8146324","0.06845349033249441","0.06845349033249441","0.06845349033249441"
"8146468","0.06856539788029126","0.06856539788029126","0.06856539788029126"
"8146792","0.06719284965135977","0.06719284965135977","0.06719284965135977"
"8146860","0.06424397895545264","0.06424397895545264","0.06424397895545264"
"8147204","0.06505330428862181","0.06505330428862181","0.06505330428862181"
"8147604","0.06485248951926113","0.06485248951926113","0.06485248951926113"
"8147928","0.06301067467101001","0.06301067467101001","0.06301067467101001"
"8148976","0.06286679053422692","0.06286679053422692","0.06286679053422692"
"8149104","0.0660714505886896","0.0660714505886896","0.0660714505886896"
"8149364","0.06449725545746439","0.06449725545746439","0.06449725545746439"
"8150608","0.06421010397990332","0.06421010397990332","0.06421010397990332"
"8150836","0.06384910586177704","0.06384910586177704","0.06384910586177704"
"8150860","0.06540292185957189","0.06540292185957189","0.06540292185957189"
"8151276","0.06439039947879512","0.06439039947879512","0.06439039947879512"
"8151516","0.06619831645971783","0.06619831645971783","0.06619831645971783"
"8151676","0.0666490161073641","0.0666490161073641","0.0666490161073641"
"8152292","0.06524644067426515","0.06524644067426515","0.06524644067426515"
"8152564","0.06678879638398673","0.06678879638398673","0.06678879638398673"
"8153292","0.06466428076959187","0.06466428076959187","0.06466428076959187"
"8153372","0.06602622656866843","0.06602622656866843","0.06602622656866843"
"8153636","0.0662662552598587","0.0662662552598587","0.0662662552598587"
"8153700","0.06581215665642079","0.06581215665642079","0.06581215665642079"
"8153720","0.06453861672842359","0.06453861672842359","0.06453861672842359"
"8154560","0.06583858394332268","0.06583858394332268","0.06583858394332268"
"8155172","0.06454276139022873","0.06454276139022873","0.06454276139022873"
"8155396","0.06396258625474723","0.06396258625474723","0.06396258625474723"
"8155628","0.06389033836512117","0.06389033836512117","0.06389033836512117"
"8156196","0.06486529955289995","0.06486529955289995","0.06486529955289995"
"8156752","0.06476948439958546","0.06476948439958546","0.06476948439958546"
"8157024","0.06719595409308285","0.06719595409308285","0.06719595409308285"
"8157076","0.0679422502816749","0.0679422502816749","0.0679422502816749"
"8158200","0.06879715646019383","0.06879715646019383","0.06879715646019383"
"8158736","0.06986007464119068","0.06986007464119068","0.06986007464119068"
