"Step","royal-star-57 - train/shaping_reward","royal-star-57 - train/shaping_reward__MIN","royal-star-57 - train/shaping_reward__MAX"
"78836","-0.0005873543532469573","-0.0005873543532469573","-0.0005873543532469573"
"82432","-0.00047093195582457894","-0.00047093195582457894","-0.00047093195582457894"
"83040","-0.00038696260797102457","-0.00038696260797102457","-0.00038696260797102457"
"88580","-0.0002479601211029941","-0.0002479601211029941","-0.0002479601211029941"
"90544","-0.00018125893132998414","-0.00018125893132998414","-0.00018125893132998414"
"93192","-0.0002881326870198091","-0.0002881326870198091","-0.0002881326870198091"
"97980","0.0002464018961692131","0.0002464018961692131","0.0002464018961692131"
"101500","0.00014403686419487124","0.00014403686419487124","0.00014403686419487124"
"103652","0.0005444900876352013","0.0005444900876352013","0.0005444900876352013"
"106532","0.0004880755237417333","0.0004880755237417333","0.0004880755237417333"
"111148","0.00040973121392015805","0.00040973121392015805","0.00040973121392015805"
"113928","0.0004591693266162936","0.0004591693266162936","0.0004591693266162936"
"115876","0.000553799183147398","0.000553799183147398","0.000553799183147398"
"118692","0.0005428126080431169","0.0005428126080431169","0.0005428126080431169"
"121596","0.000595640035554032","0.000595640035554032","0.000595640035554032"
"126268","0.0004559532094110511","0.0004559532094110511","0.0004559532094110511"
"127816","0.00040416820726047874","0.00040416820726047874","0.00040416820726047874"
"143332","0.0002247021473247335","0.0002247021473247335","0.0002247021473247335"
"144188","0.000434487788920349","0.000434487788920349","0.000434487788920349"
"149512","0.0004650011337396876","0.0004650011337396876","0.0004650011337396876"
"150920","0.0005851295418296548","0.0005851295418296548","0.0005851295418296548"
"155216","0.0006382219839960693","0.0006382219839960693","0.0006382219839960693"
"158280","0.0005685778560145689","0.0005685778560145689","0.0005685778560145689"
"169848","-0.00017562487355780393","-0.00017562487355780393","-0.00017562487355780393"
"171824","-0.00019049055332978073","-0.00019049055332978073","-0.00019049055332978073"
"173296","-0.00017406708888307413","-0.00017406708888307413","-0.00017406708888307413"
"177344","-0.0002409334378608272","-0.0002409334378608272","-0.0002409334378608272"
"180780","-0.0002571608743234435","-0.0002571608743234435","-0.0002571608743234435"
"181576","-0.0001276057580674528","-0.0001276057580674528","-0.0001276057580674528"
"185000","-0.0001766512201823425","-0.0001766512201823425","-0.0001766512201823425"
"188316","-0.00010356135454491402","-0.00010356135454491402","-0.00010356135454491402"
"189100","-0.00006698921946440712","-0.00006698921946440712","-0.00006698921946440712"
"189516","-0.00008715919633821296","-0.00008715919633821296","-0.00008715919633821296"
"190592","0.00020690283802770573","0.00020690283802770573","0.00020690283802770573"
"196608","0.00014441715775424587","0.00014441715775424587","0.00014441715775424587"
"196664","0.00009725950768415669","0.00009725950768415669","0.00009725950768415669"
"197052","0.00011657193435910032","0.00011657193435910032","0.00011657193435910032"
"200684","0.00008803577127166366","0.00008803577127166366","0.00008803577127166366"
"202008","-0.00027269071065741184","-0.00027269071065741184","-0.00027269071065741184"
"204572","-0.0002712759368210635","-0.0002712759368210635","-0.0002712759368210635"
"210056","-0.00014893803315905912","-0.00014893803315905912","-0.00014893803315905912"
"211572","-0.00004855483943927377","-0.00004855483943927377","-0.00004855483943927377"
"215668","-0.00022234251841520382","-0.00022234251841520382","-0.00022234251841520382"
"216412","-0.00014160548746142308","-0.00014160548746142308","-0.00014160548746142308"
"219096","-0.00021484219417118326","-0.00021484219417118326","-0.00021484219417118326"
"220468","-0.000028301161020586312","-0.000028301161020586312","-0.000028301161020586312"
"220496","0.0000025794721802902247","0.0000025794721802902247","0.0000025794721802902247"
"222456","-0.00005895793560047434","-0.00005895793560047434","-0.00005895793560047434"
"226244","-0.00011211956463111091","-0.00011211956463111091","-0.00011211956463111091"
"228008","-0.00005392436076540216","-0.00005392436076540216","-0.00005392436076540216"
"228052","-0.0000498041769822283","-0.0000498041769822283","-0.0000498041769822283"
"230792","-0.00003475763979124599","-0.00003475763979124599","-0.00003475763979124599"
"240600","0.00029023312262535967","0.00029023312262535967","0.00029023312262535967"
"241256","0.00032773048676010497","0.00032773048676010497","0.00032773048676010497"
"248020","0.0005134896810130634","0.0005134896810130634","0.0005134896810130634"
"248780","0.0005829541365638964","0.0005829541365638964","0.0005829541365638964"
"252600","0.0005285253183909015","0.0005285253183909015","0.0005285253183909015"
"255568","0.0004626840550072271","0.0004626840550072271","0.0004626840550072271"
"257812","0.0004499572587711905","0.0004499572587711905","0.0004499572587711905"
"258028","0.00043248345206911153","0.00043248345206911153","0.00043248345206911153"
"260156","0.00040159752784411294","0.00040159752784411294","0.00040159752784411294"
"263056","0.0003648008151150277","0.0003648008151150277","0.0003648008151150277"
"270600","0.0002953561375603577","0.0002953561375603577","0.0002953561375603577"
"282676","0.0008611340948501467","0.0008611340948501467","0.0008611340948501467"
"285864","0.0007905007343922392","0.0007905007343922392","0.0007905007343922392"
"290176","0.0007231500256156469","0.0007231500256156469","0.0007231500256156469"
"300948","0.0010112907255677888","0.0010112907255677888","0.0010112907255677888"
"301568","0.0010383963786598114","0.0010383963786598114","0.0010383963786598114"
"307136","0.000991063718129079","0.000991063718129079","0.000991063718129079"
"308080","0.0009294736087342665","0.0009294736087342665","0.0009294736087342665"
"308204","0.0009752562455428283","0.0009752562455428283","0.0009752562455428283"
"309128","0.0009739951443343417","0.0009739951443343417","0.0009739951443343417"
"314152","0.0010982640702086011","0.0010982640702086011","0.0010982640702086011"
"315636","0.0013706435860637244","0.0013706435860637244","0.0013706435860637244"
"315716","0.0014403029755831295","0.0014403029755831295","0.0014403029755831295"
"322256","0.0015075629271061983","0.0015075629271061983","0.0015075629271061983"
"323104","0.0015542669630475563","0.0015542669630475563","0.0015542669630475563"
"325064","0.001538018026359888","0.001538018026359888","0.001538018026359888"
"329700","0.0013496911811511662","0.0013496911811511662","0.0013496911811511662"
"330624","0.0013317804583187177","0.0013317804583187177","0.0013317804583187177"
"336672","0.0013688911962591026","0.0013688911962591026","0.0013688911962591026"
"340024","0.0014375350682537993","0.0014375350682537993","0.0014375350682537993"
"344196","0.0014945742949466817","0.0014945742949466817","0.0014945742949466817"
"345620","0.0016040556198610824","0.0016040556198610824","0.0016040556198610824"
"347512","0.001652259393589657","0.001652259393589657","0.001652259393589657"
"352248","0.0015765478715583248","0.0015765478715583248","0.0015765478715583248"
"359156","0.0014700202219871661","0.0014700202219871661","0.0014700202219871661"
"360672","0.001418685761769453","0.001418685761769453","0.001418685761769453"
"362608","0.0014022697482906985","0.0014022697482906985","0.0014022697482906985"
"363804","0.0013929420194634912","0.0013929420194634912","0.0013929420194634912"
"368192","0.0013039978514601612","0.0013039978514601612","0.0013039978514601612"
"381688","0.0014306321847652162","0.0014306321847652162","0.0014306321847652162"
"385252","0.0014257415787897187","0.0014257415787897187","0.0014257415787897187"
"388312","0.0009044313606677221","0.0009044313606677221","0.0009044313606677221"
"393804","0.0009583959102478981","0.0009583959102478981","0.0009583959102478981"
"395780","0.0010481652112098532","0.0010481652112098532","0.0010481652112098532"
"401308","0.0008758444803933035","0.0008758444803933035","0.0008758444803933035"
"403372","0.0007593956774003026","0.0007593956774003026","0.0007593956774003026"
"404140","0.0007166455165437918","0.0007166455165437918","0.0007166455165437918"
"408812","0.0007461202430338169","0.0007461202430338169","0.0007461202430338169"
"411720","0.0005738630412665332","0.0005738630412665332","0.0005738630412665332"
"419036","0.0006572449762063322","0.0006572449762063322","0.0006572449762063322"
"425816","0.0007198631916124023","0.0007198631916124023","0.0007198631916124023"
"426820","0.0005347281421523041","0.0005347281421523041","0.0005347281421523041"
"432476","0.0006850816026758326","0.0006850816026758326","0.0006850816026758326"
"440632","0.0009505250453182086","0.0009505250453182086","0.0009505250453182086"
"445664","0.000926145274030682","0.000926145274030682","0.000926145274030682"
"447428","0.0010037182571007246","0.0010037182571007246","0.0010037182571007246"
"447604","0.0011416031194220247","0.0011416031194220247","0.0011416031194220247"
"448136","0.0011513774636757075","0.0011513774636757075","0.0011513774636757075"
"455124","0.0013089387692228876","0.0013089387692228876","0.0013089387692228876"
"455680","0.0012292661884693876","0.0012292661884693876","0.0012292661884693876"
"463104","0.0012937530304413555","0.0012937530304413555","0.0012937530304413555"
"464204","0.0013137882577630314","0.0013137882577630314","0.0013137882577630314"
"468648","0.0013748697876496073","0.0013748697876496073","0.0013748697876496073"
"470332","0.001308432064414722","0.001308432064414722","0.001308432064414722"
"470588","0.0013285476082677467","0.0013285476082677467","0.0013285476082677467"
"471668","0.0013667320925866587","0.0013667320925866587","0.0013667320925866587"
"476232","0.0013532514309519854","0.0013532514309519854","0.0013532514309519854"
"481948","0.0012082544350868745","0.0012082544350868745","0.0012082544350868745"
"484000","0.0009236397261140478","0.0009236397261140478","0.0009236397261140478"
"492480","0.0009606778350194377","0.0009606778350194377","0.0009606778350194377"
"492740","0.0010493350527400324","0.0010493350527400324","0.0010493350527400324"
"493856","0.0010678702459729341","0.0010678702459729341","0.0010678702459729341"
"499576","0.0010526170282893004","0.0010526170282893004","0.0010526170282893004"
"500220","0.001000398210142672","0.001000398210142672","0.001000398210142672"
"501272","0.0009378249921500922","0.0009378249921500922","0.0009378249921500922"
"504348","0.0009778850357610256","0.0009778850357610256","0.0009778850357610256"
"509136","0.0007724918164102734","0.0007724918164102734","0.0007724918164102734"
"513404","0.0006870092680983375","0.0006870092680983375","0.0006870092680983375"
"518588","0.0005457813392157488","0.0005457813392157488","0.0005457813392157488"
"520360","0.0003764051732649007","0.0003764051732649007","0.0003764051732649007"
"525688","0.00023839877798380974","0.00023839877798380974","0.00023839877798380974"
"527108","0.0002732958891692951","0.0002732958891692951","0.0002732958891692951"
"534836","0.00040410497705801736","0.00040410497705801736","0.00040410497705801736"
"536156","0.00032217299044644656","0.00032217299044644656","0.00032217299044644656"
"541780","0.0001280960457438091","0.0001280960457438091","0.0001280960457438091"
"543608","0.00007809054067816129","0.00007809054067816129","0.00007809054067816129"
"544916","0.0003126228452678062","0.0003126228452678062","0.0003126228452678062"
"548232","0.00009315941320196541","0.00009315941320196541","0.00009315941320196541"
"549644","0.0002360512772205306","0.0002360512772205306","0.0002360512772205306"
"554288","0.0008816812168980791","0.0008816812168980791","0.0008816812168980791"
"556684","0.0010169999871227067","0.0010169999871227067","0.0010169999871227067"
"564152","0.0007086046297765744","0.0007086046297765744","0.0007086046297765744"
"571812","0.0004840714419344098","0.0004840714419344098","0.0004840714419344098"
"571880","0.0004610290372284866","0.0004610290372284866","0.0004610290372284866"
"574452","0.0004668155583565833","0.0004668155583565833","0.0004668155583565833"
"575620","0.00036452369713591275","0.00036452369713591275","0.00036452369713591275"
"578256","0.00045854359247584573","0.00045854359247584573","0.00045854359247584573"
"578636","0.0004160949156028505","0.0004160949156028505","0.0004160949156028505"
"585836","0.000453839669389602","0.000453839669389602","0.000453839669389602"
"592204","0.000458152969721305","0.000458152969721305","0.000458152969721305"
"593328","0.0006276253201885211","0.0006276253201885211","0.0006276253201885211"
"594504","0.0007430896873760731","0.0007430896873760731","0.0007430896873760731"
"596972","0.0005070976723437447","0.0005070976723437447","0.0005070976723437447"
"598424","0.0003486790155739071","0.0003486790155739071","0.0003486790155739071"
"602280","0.00028978366905490984","0.00028978366905490984","0.00028978366905490984"
"616048","0.000046335433639863556","0.000046335433639863556","0.000046335433639863556"
"618728","-0.000013109800835682199","-0.000013109800835682199","-0.000013109800835682199"
"618796","0.00006451508524826597","0.00006451508524826597","0.00006451508524826597"
"623176","-0.00008054801562582136","-0.00008054801562582136","-0.00008054801562582136"
"623572","-0.00020224096657247816","-0.00020224096657247816","-0.00020224096657247816"
"625592","-0.00007913552653554397","-0.00007913552653554397","-0.00007913552653554397"
"626204","-0.000046959357732044944","-0.000046959357732044944","-0.000046959357732044944"
"633088","0.0001848594901883696","0.0001848594901883696","0.0001848594901883696"
"641372","-0.0001859347599629188","-0.0001859347599629188","-0.0001859347599629188"
"641564","-0.00024315810160772895","-0.00024315810160772895","-0.00024315810160772895"
"648920","-0.000017025279284741466","-0.000017025279284741466","-0.000017025279284741466"
"649012","-0.000041228094649154426","-0.000041228094649154426","-0.000041228094649154426"
"655556","0.00008397296217313368","0.00008397296217313368","0.00008397296217313368"
"660368","0.00020932444467166726","0.00020932444467166726","0.00020932444467166726"
"662032","0.0002481841373580425","0.0002481841373580425","0.0002481841373580425"
"662244","-0.000026523835793259963","-0.000026523835793259963","-0.000026523835793259963"
"664004","-0.0001347666355172121","-0.0001347666355172121","-0.0001347666355172121"
"664512","0.00004969074435716313","0.00004969074435716313","0.00004969074435716313"
"669688","0.00017877372651437418","0.00017877372651437418","0.00017877372651437418"
"670604","0.0003402922890671095","0.0003402922890671095","0.0003402922890671095"
"670624","0.0003003707354949457","0.0003003707354949457","0.0003003707354949457"
"673536","0.0005081316315754849","0.0005081316315754849","0.0005081316315754849"
"674684","0.00046215225209757764","0.00046215225209757764","0.00046215225209757764"
"677172","0.0006239336278028739","0.0006239336278028739","0.0006239336278028739"
"682236","0.0005590375082747464","0.0005590375082747464","0.0005590375082747464"
"684664","0.0009287146139931873","0.0009287146139931873","0.0009287146139931873"
"691920","0.0012614726736025943","0.0012614726736025943","0.0012614726736025943"
"692688","0.0013490836282311369","0.0013490836282311369","0.0013490836282311369"
"699416","0.0019346713777706611","0.0019346713777706611","0.0019346713777706611"
"701724","0.0021874180274198793","0.0021874180274198793","0.0021874180274198793"
"706920","0.002368384623137391","0.002368384623137391","0.002368384623137391"
"708148","0.0025231323859876732","0.0025231323859876732","0.0025231323859876732"
"710700","0.0024798313084692","0.0024798313084692","0.0024798313084692"
"714236","0.002276733216231702","0.002276733216231702","0.002276733216231702"
"715684","0.0022535402987920216","0.0022535402987920216","0.0022535402987920216"
"719016","0.0022860165742495044","0.0022860165742495044","0.0022860165742495044"
"720228","0.002169414304005633","0.002169414304005633","0.002169414304005633"
"721640","0.0021621589239334505","0.0021621589239334505","0.0021621589239334505"
"721828","0.0022503196510831767","0.0022503196510831767","0.0022503196510831767"
"723164","0.0022398573162891264","0.0022398573162891264","0.0022398573162891264"
"727708","0.002067986495548629","0.002067986495548629","0.002067986495548629"
"729360","0.00200896976509012","0.00200896976509012","0.00200896976509012"
"729508","0.0018579311875651155","0.0018579311875651155","0.0018579311875651155"
"735984","0.0019746596642927134","0.0019746596642927134","0.0019746596642927134"
"742668","0.0014664457406173986","0.0014664457406173986","0.0014664457406173986"
"743656","0.0015032404424756259","0.0015032404424756259","0.0015032404424756259"
"745560","0.0013202062120356679","0.0013202062120356679","0.0013202062120356679"
"748776","0.001317985358205394","0.001317985358205394","0.001317985358205394"
"750168","0.0013378021881101626","0.0013378021881101626","0.0013378021881101626"
"752732","0.0016770292524615855","0.0016770292524615855","0.0016770292524615855"
"756292","0.0017230524130502438","0.0017230524130502438","0.0017230524130502438"
"757656","0.00172775017205557","0.00172775017205557","0.00172775017205557"
"766864","0.0015138912147101102","0.0015138912147101102","0.0015138912147101102"
"767140","0.001409673057045567","0.001409673057045567","0.001409673057045567"
"774328","0.00104269738323422","0.00104269738323422","0.00104269738323422"
"774588","0.0008029354338801846","0.0008029354338801846","0.0008029354338801846"
"775120","0.000775456776359119","0.000775456776359119","0.000775456776359119"
"779672","0.000506794110936935","0.000506794110936935","0.000506794110936935"
"781164","0.00038908817211983233","0.00038908817211983233","0.00038908817211983233"
"781744","0.00025567925827810206","0.00025567925827810206","0.00025567925827810206"
"786132","0.00009494893526678115","0.00009494893526678115","0.00009494893526678115"
"793572","0.0003592973044932138","0.0003592973044932138","0.0003592973044932138"
"796092","0.00032534139110755963","0.00032534139110755963","0.00032534139110755963"
"796792","0.0004160568992969322","0.0004160568992969322","0.0004160568992969322"
"804188","0.0004861106255797433","0.0004861106255797433","0.0004861106255797433"
"808496","0.0006065038811906933","0.0006065038811906933","0.0006065038811906933"
"810976","0.0006050102068915089","0.0006050102068915089","0.0006050102068915089"
"811036","0.0006368709787483458","0.0006368709787483458","0.0006368709787483458"
"826020","0.001125266305895272","0.001125266305895272","0.001125266305895272"
"833512","0.0013529996728097156","0.0013529996728097156","0.0013529996728097156"
"833552","0.0014191047911363336","0.0014191047911363336","0.0014191047911363336"
"840924","0.0010357385600732246","0.0010357385600732246","0.0010357385600732246"
"841504","0.0010742658855340404","0.0010742658855340404","0.0010742658855340404"
"848368","0.0012955142700283495","0.0012955142700283495","0.0012955142700283495"
"852704","0.0011648411116968577","0.0011648411116968577","0.0011648411116968577"
"852932","0.001155686793951054","0.001155686793951054","0.001155686793951054"
"855736","0.0012402960968748659","0.0012402960968748659","0.0012402960968748659"
"855864","0.0012227876877482953","0.0012227876877482953","0.0012227876877482953"
"863244","0.0014267147028811955","0.0014267147028811955","0.0014267147028811955"
"863276","0.0014414423870496378","0.0014414423870496378","0.0014414423870496378"
"867652","0.001626364414270173","0.001626364414270173","0.001626364414270173"
"867796","0.0016307641692727482","0.0016307641692727482","0.0016307641692727482"
"870656","0.0016691115567160203","0.0016691115567160203","0.0016691115567160203"
"870668","0.0017169615333411936","0.0017169615333411936","0.0017169615333411936"
"872612","0.0019128329001473338","0.0019128329001473338","0.0019128329001473338"
"877064","0.0018912149007220896","0.0018912149007220896","0.0018912149007220896"
"878104","0.0019489862927286696","0.0019489862927286696","0.0019489862927286696"
"879232","0.0018093976239143632","0.0018093976239143632","0.0018093976239143632"
"880060","0.0018469656355624726","0.0018469656355624726","0.0018469656355624726"
"880096","0.0018331987540087505","0.0018331987540087505","0.0018331987540087505"
"882724","0.0018699204615867558","0.0018699204615867558","0.0018699204615867558"
"887456","0.0019288945246151354","0.0019288945246151354","0.0019288945246151354"
"887528","0.0019706104197428024","0.0019706104197428024","0.0019706104197428024"
"888980","0.0019720253533996672","0.0019720253533996672","0.0019720253533996672"
"890264","0.001957999552458564","0.001957999552458564","0.001957999552458564"
"896480","0.0019723656833522786","0.0019723656833522786","0.0019723656833522786"
"897768","0.001912148623493411","0.001912148623493411","0.001912148623493411"
"899104","0.0019412376245570256","0.0019412376245570256","0.0019412376245570256"
"903964","0.0019445003827440067","0.0019445003827440067","0.0019445003827440067"
"906540","0.0019728376880322517","0.0019728376880322517","0.0019728376880322517"
"909888","0.001982848390165872","0.001982848390165872","0.001982848390165872"
"911444","0.0019298926909945486","0.0019298926909945486","0.0019298926909945486"
"917316","0.0018959740217947016","0.0018959740217947016","0.0018959740217947016"
"918912","0.001881164034803417","0.001881164034803417","0.001881164034803417"
"921444","0.0019404898157255688","0.0019404898157255688","0.0019404898157255688"
"922084","0.002012789711625633","0.002012789711625633","0.002012789711625633"
"925436","0.0022019784467645323","0.0022019784467645323","0.0022019784467645323"
"929520","0.0020915894204301903","0.0020915894204301903","0.0020915894204301903"
"931516","0.0023712707116128225","0.0023712707116128225","0.0023712707116128225"
"932240","0.002448443566774795","0.002448443566774795","0.002448443566774795"
"934832","0.0021753585865045876","0.0021753585865045876","0.0021753585865045876"
"936336","0.0021215879396402904","0.0021215879396402904","0.0021215879396402904"
"940336","0.0020361316499427364","0.0020361316499427364","0.0020361316499427364"
"943676","0.0020095283905176716","0.0020095283905176716","0.0020095283905176716"
"946376","0.0019092021733303963","0.0019092021733303963","0.0019092021733303963"
"947756","0.0019082258117544967","0.0019082258117544967","0.0019082258117544967"
"949632","0.0018160673037837653","0.0018160673037837653","0.0018160673037837653"
"951096","0.0017823953390197988","0.0017823953390197988","0.0017823953390197988"
"953880","0.0018047334669513762","0.0018047334669513762","0.0018047334669513762"
"954620","0.0018399059936098005","0.0018399059936098005","0.0018399059936098005"
"965948","0.001847504588767074","0.001847504588767074","0.001847504588767074"
"968828","0.001794743154155323","0.001794743154155323","0.001794743154155323"
"969572","0.0017835914081623717","0.0017835914081623717","0.0017835914081623717"
"969808","0.001672745953554571","0.001672745953554571","0.001672745953554571"
"972824","0.0018168629541124742","0.0018168629541124742","0.0018168629541124742"
"973432","0.0018319709727025514","0.0018319709727025514","0.0018319709727025514"
"976804","0.0019278900588206485","0.0019278900588206485","0.0019278900588206485"
"977020","0.0018332590404914683","0.0018332590404914683","0.0018332590404914683"
"977068","0.001861033483527167","0.001861033483527167","0.001861033483527167"
"980896","0.0017766647093188526","0.0017766647093188526","0.0017766647093188526"
"982324","0.0017047658004277438","0.0017047658004277438","0.0017047658004277438"
"997280","0.0019239866960726007","0.0019239866960726007","0.0019239866960726007"
"998564","0.0019103012670012181","0.0019103012670012181","0.0019103012670012181"
"1005984","0.0018673918813081072","0.0018673918813081072","0.0018673918813081072"
"1006036","0.0018304574643409255","0.0018304574643409255","0.0018304574643409255"
"1013488","0.0017640319676587035","0.0017640319676587035","0.0017640319676587035"
"1020896","0.002026632465559139","0.002026632465559139","0.002026632465559139"
"1020916","0.0020854233071213872","0.0020854233071213872","0.0020854233071213872"
"1025720","0.0030174901080519062","0.0030174901080519062","0.0030174901080519062"
"1028340","0.0031314510829698054","0.0031314510829698054","0.0031314510829698054"
"1033256","0.003398226609957511","0.003398226609957511","0.003398226609957511"
"1036804","0.003353241234936087","0.003353241234936087","0.003353241234936087"
"1043232","0.003286960357542284","0.003286960357542284","0.003286960357542284"
"1044240","0.0032713043982433216","0.0032713043982433216","0.0032713043982433216"
"1047048","0.0032326845807937377","0.0032326845807937377","0.0032326845807937377"
"1050596","0.003237161353324356","0.003237161353324356","0.003237161353324356"
"1051728","0.0033118802337357206","0.0033118802337357206","0.0033118802337357206"
"1053124","0.003256943060022324","0.003256943060022324","0.003256943060022324"
"1055404","0.0026364424707564036","0.0026364424707564036","0.0026364424707564036"
"1057488","0.002853003502539025","0.002853003502539025","0.002853003502539025"
"1058040","0.0028609348991197187","0.0028609348991197187","0.0028609348991197187"
"1074872","0.003064418875638571","0.003064418875638571","0.003064418875638571"
"1079600","0.0030160343141622907","0.0030160343141622907","0.0030160343141622907"
"1087044","0.002935506770815306","0.002935506770815306","0.002935506770815306"
"1089708","0.0028394597820811085","0.0028394597820811085","0.0028394597820811085"
"1093064","0.0026158796235195483","0.0026158796235195483","0.0026158796235195483"
"1094604","0.002709909982722335","0.002709909982722335","0.002709909982722335"
"1096212","0.002946715818954938","0.002946715818954938","0.002946715818954938"
"1097564","0.0029198781578769956","0.0029198781578769956","0.0029198781578769956"
"1102016","0.0027941231542223115","0.0027941231542223115","0.0027941231542223115"
"1103676","0.0019679142324429692","0.0019679142324429692","0.0019679142324429692"
"1105036","0.0019885924021857933","0.0019885924021857933","0.0019885924021857933"
"1105532","0.001982245603465687","0.001982245603465687","0.001982245603465687"
"1109364","0.001757636822023922","0.001757636822023922","0.001757636822023922"
"1117948","0.0017789352872647072","0.0017789352872647072","0.0017789352872647072"
"1124092","0.0026204830103006543","0.0026204830103006543","0.0026204830103006543"
"1127544","0.00253698835246582","0.00253698835246582","0.00253698835246582"
"1127880","0.002448729945410186","0.002448729945410186","0.002448729945410186"
"1137440","0.0029205061983503216","0.0029205061983503216","0.0029205061983503216"
"1138572","0.0030049492221830253","0.0030049492221830253","0.0030049492221830253"
"1142028","0.0031150893215696083","0.0031150893215696083","0.0031150893215696083"
"1144824","0.0031316503127439294","0.0031316503127439294","0.0031316503127439294"
"1148588","0.00297017667794173","0.00297017667794173","0.00297017667794173"
"1149156","0.003322787642134064","0.003322787642134064","0.003322787642134064"
"1149444","0.003262019164116997","0.003262019164116997","0.003262019164116997"
"1153444","0.0031760611677338186","0.0031760611677338186","0.0031760611677338186"
"1154532","0.0030725861938304933","0.0030725861938304933","0.0030725861938304933"
"1154612","0.0030775411836769595","0.0030775411836769595","0.0030775411836769595"
"1163460","0.0037951049030831453","0.0037951049030831453","0.0037951049030831453"
"1164012","0.003876916737063946","0.003876916737063946","0.003876916737063946"
"1170896","0.003973151498322392","0.003973151498322392","0.003973151498322392"
"1171388","0.0037877076271555093","0.0037877076271555093","0.0037877076271555093"
"1172580","0.003926919968672085","0.003926919968672085","0.003926919968672085"
"1180432","0.0037704118051505946","0.0037704118051505946","0.0037704118051505946"
"1184620","0.003792041395736122","0.003792041395736122","0.003792041395736122"
"1185608","0.0037612600797814174","0.0037612600797814174","0.0037612600797814174"
"1187764","0.003810419291699607","0.003810419291699607","0.003810419291699607"
"1192992","0.00424394142022003","0.00424394142022003","0.00424394142022003"
"1195132","0.004241212562509506","0.004241212562509506","0.004241212562509506"
"1195172","0.003917801432591921","0.003917801432591921","0.003917801432591921"
"1202528","0.003990489322000975","0.003990489322000975","0.003990489322000975"
"1214944","0.004366485955661659","0.004366485955661659","0.004366485955661659"
"1215424","0.0038176012343590854","0.0038176012343590854","0.0038176012343590854"
"1217300","0.00470603286176811","0.00470603286176811","0.00470603286176811"
"1222828","0.004696463201466452","0.004696463201466452","0.004696463201466452"
