"Step","daily-darkness-44 - train/shaping_reward","daily-darkness-44 - train/shaping_reward__MIN","daily-darkness-44 - train/shaping_reward__MAX"
"3091528","0.08346287924282464","0.08346287924282464","0.08346287924282464"
"3091916","0.08293110472209511","0.08293110472209511","0.08293110472209511"
"3092500","0.08412851999887547","0.08412851999887547","0.08412851999887547"
"3093648","0.08396664188994636","0.08396664188994636","0.08396664188994636"
"3094432","0.08413131482029541","0.08413131482029541","0.08413131482029541"
"3094556","0.0843164189513641","0.0843164189513641","0.0843164189513641"
"3095792","0.08426660171915117","0.08426660171915117","0.08426660171915117"
"3097412","0.0823630322360663","0.0823630322360663","0.0823630322360663"
"3097616","0.08311809235294464","0.08311809235294464","0.08311809235294464"
"3099368","0.08198470628741818","0.08198470628741818","0.08198470628741818"
"3100376","0.08171140869998995","0.08171140869998995","0.08171140869998995"
"3100536","0.08164832736371387","0.08164832736371387","0.08164832736371387"
"3100584","0.0821531732313781","0.0821531732313781","0.0821531732313781"
"3102512","0.08438935311601303","0.08438935311601303","0.08438935311601303"
"3103144","0.0838260234564253","0.0838260234564253","0.0838260234564253"
"3103548","0.08298028998122048","0.08298028998122048","0.08298028998122048"
"3105068","0.08311199354281727","0.08311199354281727","0.08311199354281727"
"3105088","0.08303745782539164","0.08303745782539164","0.08303745782539164"
"3105744","0.0830104431802889","0.0830104431802889","0.0830104431802889"
"3106084","0.08284110804180918","0.08284110804180918","0.08284110804180918"
"3107504","0.08282874570513622","0.08282874570513622","0.08282874570513622"
"3107624","0.08313597816848926","0.08313597816848926","0.08313597816848926"
"3108492","0.08390614401723599","0.08390614401723599","0.08390614401723599"
"3108700","0.08454398237669762","0.08454398237669762","0.08454398237669762"
"3108852","0.08438350033221331","0.08438350033221331","0.08438350033221331"
"3109092","0.08420930686427233","0.08420930686427233","0.08420930686427233"
"3109412","0.08441371054055322","0.08441371054055322","0.08441371054055322"
"3109808","0.08383443347831421","0.08383443347831421","0.08383443347831421"
"3109992","0.08439162390456914","0.08439162390456914","0.08439162390456914"
"3110688","0.08562394989252599","0.08562394989252599","0.08562394989252599"
"3111972","0.08485623743819856","0.08485623743819856","0.08485623743819856"
"3112416","0.0844736562733888","0.0844736562733888","0.0844736562733888"
"3113652","0.08396241632864833","0.08396241632864833","0.08396241632864833"
"3113996","0.0824090017710662","0.0824090017710662","0.0824090017710662"
"3115380","0.08282073434348422","0.08282073434348422","0.08282073434348422"
"3115440","0.082082818577409","0.082082818577409","0.082082818577409"
"3115628","0.08187132148523345","0.08187132148523345","0.08187132148523345"
"3116696","0.08241441560020082","0.08241441560020082","0.08241441560020082"
"3116988","0.08256081745568025","0.08256081745568025","0.08256081745568025"
"3118244","0.08245387416692461","0.08245387416692461","0.08245387416692461"
"3119140","0.08250202613801579","0.08250202613801579","0.08250202613801579"
"3120024","0.08084122811264165","0.08084122811264165","0.08084122811264165"
"3120448","0.08100071596146133","0.08100071596146133","0.08100071596146133"
"3121708","0.08247142159652102","0.08247142159652102","0.08247142159652102"
"3121992","0.08186751901405952","0.08186751901405952","0.08186751901405952"
"3122332","0.08169284511167337","0.08169284511167337","0.08169284511167337"
"3123380","0.08130661235444396","0.08130661235444396","0.08130661235444396"
"3124476","0.08094895381922158","0.08094895381922158","0.08094895381922158"
"3124572","0.0809497736924482","0.0809497736924482","0.0809497736924482"
"3125804","0.0807752941666785","0.0807752941666785","0.0807752941666785"
"3126472","0.0804649667568239","0.0804649667568239","0.0804649667568239"
"3127804","0.08047872065123993","0.08047872065123993","0.08047872065123993"
"3128448","0.08042420348634925","0.08042420348634925","0.08042420348634925"
"3128860","0.0792960457232459","0.0792960457232459","0.0792960457232459"
"3130292","0.07824809396291427","0.07824809396291427","0.07824809396291427"
"3130672","0.07747602543119797","0.07747602543119797","0.07747602543119797"
"3131132","0.0772450775017847","0.0772450775017847","0.0772450775017847"
"3132120","0.07727734115929644","0.07727734115929644","0.07727734115929644"
"3132552","0.07761225255259142","0.07761225255259142","0.07761225255259142"
"3132796","0.07764648616335343","0.07764648616335343","0.07764648616335343"
"3134152","0.07901418050608179","0.07901418050608179","0.07901418050608179"
"3134572","0.07854667219928407","0.07854667219928407","0.07854667219928407"
"3135096","0.07905780263447526","0.07905780263447526","0.07905780263447526"
"3135492","0.07871001241211854","0.07871001241211854","0.07871001241211854"
"3135624","0.07940942240709548","0.07940942240709548","0.07940942240709548"
"3136504","0.08110135351031912","0.08110135351031912","0.08110135351031912"
"3137072","0.08135383350777094","0.08135383350777094","0.08135383350777094"
"3138028","0.08134294422468472","0.08134294422468472","0.08134294422468472"
"3139492","0.08027401141007429","0.08027401141007429","0.08027401141007429"
"3139724","0.07948097626111525","0.07948097626111525","0.07948097626111525"
"3140992","0.07835714233511404","0.07835714233511404","0.07835714233511404"
"3141200","0.07715779687964709","0.07715779687964709","0.07715779687964709"
"3142384","0.07805513101653","0.07805513101653","0.07805513101653"
"3142848","0.07669179714695126","0.07669179714695126","0.07669179714695126"
"3143136","0.07746782679205352","0.07746782679205352","0.07746782679205352"
"3143160","0.07706919608878635","0.07706919608878635","0.07706919608878635"
"3143356","0.07663965401864337","0.07663965401864337","0.07663965401864337"
"3143896","0.07698594893826145","0.07698594893826145","0.07698594893826145"
"3144512","0.07734263856197822","0.07734263856197822","0.07734263856197822"
"3144908","0.0777084900275963","0.0777084900275963","0.0777084900275963"
"3146100","0.07742151164463008","0.07742151164463008","0.07742151164463008"
"3147448","0.07611202648116547","0.07611202648116547","0.07611202648116547"
"3148080","0.07572292784902883","0.07572292784902883","0.07572292784902883"
"3148544","0.07588810484454174","0.07588810484454174","0.07588810484454174"
"3149664","0.07607829338997774","0.07607829338997774","0.07607829338997774"
"3149924","0.0766469619658494","0.0766469619658494","0.0766469619658494"
"3150264","0.0773522810152585","0.0773522810152585","0.0773522810152585"
"3151024","0.0783833452978733","0.0783833452978733","0.0783833452978733"
"3151164","0.07847950037214996","0.07847950037214996","0.07847950037214996"
"3151168","0.07804755744155158","0.07804755744155158","0.07804755744155158"
"3151520","0.07904070575509732","0.07904070575509732","0.07904070575509732"
"3153208","0.07881584157901317","0.07881584157901317","0.07881584157901317"
"3153296","0.07880372984171276","0.07880372984171276","0.07880372984171276"
"3154148","0.07850534469431768","0.07850534469431768","0.07850534469431768"
"3154228","0.07870933893209525","0.07870933893209525","0.07870933893209525"
"3154840","0.07795072867750603","0.07795072867750603","0.07795072867750603"
"3155232","0.07781763878305027","0.07781763878305027","0.07781763878305027"
"3155488","0.07801264513072391","0.07801264513072391","0.07801264513072391"
"3156292","0.07862441329495802","0.07862441329495802","0.07862441329495802"
"3157772","0.07727288202126156","0.07727288202126156","0.07727288202126156"
"3159548","0.07630237843427655","0.07630237843427655","0.07630237843427655"
"3159648","0.07620003782722808","0.07620003782722808","0.07620003782722808"
"3161312","0.07729527909507268","0.07729527909507268","0.07729527909507268"
"3161388","0.07772335626648286","0.07772335626648286","0.07772335626648286"
"3162124","0.07696637783114918","0.07696637783114918","0.07696637783114918"
"3162568","0.07706692569969631","0.07706692569969631","0.07706692569969631"
"3162608","0.07706039629791168","0.07706039629791168","0.07706039629791168"
"3162936","0.07863921864930339","0.07863921864930339","0.07863921864930339"
"3163716","0.07864007503450447","0.07864007503450447","0.07864007503450447"
"3165772","0.07814257400245864","0.07814257400245864","0.07814257400245864"
"3165952","0.07852586448455748","0.07852586448455748","0.07852586448455748"
"3166684","0.07867052960369948","0.07867052960369948","0.07867052960369948"
"3166820","0.07904509801509949","0.07904509801509949","0.07904509801509949"
"3168100","0.07773931407929648","0.07773931407929648","0.07773931407929648"
"3168932","0.0773725650308969","0.0773725650308969","0.0773725650308969"
"3169760","0.07709345618934067","0.07709345618934067","0.07709345618934067"
"3170796","0.0774863956700673","0.0774863956700673","0.0774863956700673"
"3170956","0.07664720081147337","0.07664720081147337","0.07664720081147337"
"3171384","0.07632714802084699","0.07632714802084699","0.07632714802084699"
"3171784","0.07692293627283668","0.07692293627283668","0.07692293627283668"
"3171952","0.07665236562302596","0.07665236562302596","0.07665236562302596"
"3172348","0.07730110324372974","0.07730110324372974","0.07730110324372974"
"3173376","0.0784756158681728","0.0784756158681728","0.0784756158681728"
"3173500","0.07763103747857969","0.07763103747857969","0.07763103747857969"
"3174508","0.07900760687144573","0.07900760687144573","0.07900760687144573"
"3176296","0.07845930539189794","0.07845930539189794","0.07845930539189794"
"3178804","0.08063965322067325","0.08063965322067325","0.08063965322067325"
"3179316","0.08104142520812374","0.08104142520812374","0.08104142520812374"
"3179836","0.08082585381642675","0.08082585381642675","0.08082585381642675"
"3180192","0.08072329664548862","0.08072329664548862","0.08072329664548862"
"3180412","0.08044594038838278","0.08044594038838278","0.08044594038838278"
"3180744","0.08095760211060256","0.08095760211060256","0.08095760211060256"
"3180956","0.08102614927411668","0.08102614927411668","0.08102614927411668"
"3181548","0.0814852609236894","0.0814852609236894","0.0814852609236894"
"3182052","0.08158841965798568","0.08158841965798568","0.08158841965798568"
"3182868","0.08210353175157355","0.08210353175157355","0.08210353175157355"
"3183000","0.0818535792462888","0.0818535792462888","0.0818535792462888"
"3184148","0.08192403304918558","0.08192403304918558","0.08192403304918558"
"3184804","0.08286448103641732","0.08286448103641732","0.08286448103641732"
"3186040","0.08131228601490491","0.08131228601490491","0.08131228601490491"
"3188344","0.08372901007472112","0.08372901007472112","0.08372901007472112"
"3189452","0.08431133206987798","0.08431133206987798","0.08431133206987798"
"3190456","0.08286143854357085","0.08286143854357085","0.08286143854357085"
"3191268","0.08295312437236342","0.08295312437236342","0.08295312437236342"
"3191424","0.08333608021232106","0.08333608021232106","0.08333608021232106"
"3192792","0.08306513563580736","0.08306513563580736","0.08306513563580736"
"3193756","0.0821243601708766","0.0821243601708766","0.0821243601708766"
"3194768","0.0817940861343297","0.0817940861343297","0.0817940861343297"
"3196364","0.07898096524587865","0.07898096524587865","0.07898096524587865"
"3196380","0.07891210662839543","0.07891210662839543","0.07891210662839543"
"3197764","0.07711439947121579","0.07711439947121579","0.07711439947121579"
"3198084","0.07741776065222211","0.07741776065222211","0.07741776065222211"
"3198796","0.076888502061603","0.076888502061603","0.076888502061603"
"3199108","0.07661492633153112","0.07661492633153112","0.07661492633153112"
"3199428","0.07641084265681858","0.07641084265681858","0.07641084265681858"
"3200212","0.07646840520224296","0.07646840520224296","0.07646840520224296"
"3200480","0.07659924098695955","0.07659924098695955","0.07659924098695955"
"3200800","0.07704045355416556","0.07704045355416556","0.07704045355416556"
"3201424","0.07622337311008949","0.07622337311008949","0.07622337311008949"
"3202052","0.07652182851260908","0.07652182851260908","0.07652182851260908"
"3202808","0.07596869352992125","0.07596869352992125","0.07596869352992125"
"3203196","0.07688431675300098","0.07688431675300098","0.07688431675300098"
"3203236","0.07692793335082579","0.07692793335082579","0.07692793335082579"
"3203816","0.0761068934934966","0.0761068934934966","0.0761068934934966"
"3204564","0.0773687567334433","0.0773687567334433","0.0773687567334433"
"3205836","0.07722744034145355","0.07722744034145355","0.07722744034145355"
"3206788","0.07729194748229468","0.07729194748229468","0.07729194748229468"
"3206800","0.07751879765640286","0.07751879765640286","0.07751879765640286"
"3207204","0.0770862735046754","0.0770862735046754","0.0770862735046754"
"3208304","0.0768040129203017","0.0768040129203017","0.0768040129203017"
"3208520","0.07652497514480419","0.07652497514480419","0.07652497514480419"
"3208964","0.07596519686197606","0.07596519686197606","0.07596519686197606"
"3209044","0.07578610018048317","0.07578610018048317","0.07578610018048317"
"3209624","0.0761845388698662","0.0761845388698662","0.0761845388698662"
"3210332","0.07511434673781758","0.07511434673781758","0.07511434673781758"
"3211128","0.07562127844776852","0.07562127844776852","0.07562127844776852"
"3211632","0.07393635769746525","0.07393635769746525","0.07393635769746525"
"3211736","0.07407593076112387","0.07407593076112387","0.07407593076112387"
"3212296","0.07464358281431006","0.07464358281431006","0.07464358281431006"
"3213632","0.07377639296708768","0.07377639296708768","0.07377639296708768"
"3214196","0.07457081804808482","0.07457081804808482","0.07457081804808482"
"3215044","0.07625211971499192","0.07625211971499192","0.07625211971499192"
"3216204","0.07539440855553001","0.07539440855553001","0.07539440855553001"
"3216392","0.0759425073592793","0.0759425073592793","0.0759425073592793"
"3217080","0.07587124166265612","0.07587124166265612","0.07587124166265612"
"3217600","0.0752922822140775","0.0752922822140775","0.0752922822140775"
"3217968","0.07572366697969807","0.07572366697969807","0.07572366697969807"
"3218260","0.07492140476134909","0.07492140476134909","0.07492140476134909"
"3218432","0.07549969659156705","0.07549969659156705","0.07549969659156705"
"3219828","0.07565543771466503","0.07565543771466503","0.07565543771466503"
"3220084","0.07546124618499345","0.07546124618499345","0.07546124618499345"
"3220756","0.07582357385023485","0.07582357385023485","0.07582357385023485"
"3224068","0.07356181456174885","0.07356181456174885","0.07356181456174885"
"3225276","0.0730908854988228","0.0730908854988228","0.0730908854988228"
"3225648","0.07454947967567219","0.07454947967567219","0.07454947967567219"
"3225936","0.07499185366715438","0.07499185366715438","0.07499185366715438"
"3226000","0.07493839281279029","0.07493839281279029","0.07493839281279029"
"3227956","0.07438833978524895","0.07438833978524895","0.07438833978524895"
"3229252","0.07568193851307929","0.07568193851307929","0.07568193851307929"
"3229836","0.07475606743206424","0.07475606743206424","0.07475606743206424"
"3231652","0.07619742321033825","0.07619742321033825","0.07619742321033825"
"3232440","0.0769138314935527","0.0769138314935527","0.0769138314935527"
"3234108","0.07614532754540491","0.07614532754540491","0.07614532754540491"
"3234708","0.07714971175178657","0.07714971175178657","0.07714971175178657"
"3235680","0.07729819970332392","0.07729819970332392","0.07729819970332392"
"3236240","0.07790972188535171","0.07790972188535171","0.07790972188535171"
"3236948","0.07732496881739052","0.07732496881739052","0.07732496881739052"
"3237024","0.07743496940388842","0.07743496940388842","0.07743496940388842"
"3237696","0.0769203371827138","0.0769203371827138","0.0769203371827138"
"3238408","0.0767678741393846","0.0767678741393846","0.0767678741393846"
"3238888","0.07772703273264023","0.07772703273264023","0.07772703273264023"
"3238984","0.07710615206128721","0.07710615206128721","0.07710615206128721"
"3239724","0.07669644364060783","0.07669644364060783","0.07669644364060783"
"3240500","0.07698457775970156","0.07698457775970156","0.07698457775970156"
"3240608","0.0768526670840937","0.0768526670840937","0.0768526670840937"
"3241588","0.07832789741501975","0.07832789741501975","0.07832789741501975"
"3241688","0.07800958927682194","0.07800958927682194","0.07800958927682194"
"3243168","0.0785135955297731","0.0785135955297731","0.0785135955297731"
"3243624","0.07957366947008863","0.07957366947008863","0.07957366947008863"
"3243984","0.07793621224690159","0.07793621224690159","0.07793621224690159"
"3245180","0.07727558607867349","0.07727558607867349","0.07727558607867349"
"3248304","0.07845725550354256","0.07845725550354256","0.07845725550354256"
"3248452","0.07916815654040268","0.07916815654040268","0.07916815654040268"
"3250268","0.07829193417523812","0.07829193417523812","0.07829193417523812"
"3250868","0.07812534757955425","0.07812534757955425","0.07812534757955425"
"3251540","0.07673862549117622","0.07673862549117622","0.07673862549117622"
"3252376","0.07769761922143377","0.07769761922143377","0.07769761922143377"
"3253332","0.07864372476489516","0.07864372476489516","0.07864372476489516"
"3253464","0.07800814210480547","0.07800814210480547","0.07800814210480547"
"3253632","0.07784902058343658","0.07784902058343658","0.07784902058343658"
"3255300","0.08025855713299647","0.08025855713299647","0.08025855713299647"
"3256008","0.08086997477980849","0.08086997477980849","0.08086997477980849"
"3256368","0.08155509931221377","0.08155509931221377","0.08155509931221377"
"3259008","0.08090294653342509","0.08090294653342509","0.08090294653342509"
"3259348","0.0805097822309603","0.0805097822309603","0.0805097822309603"
"3259488","0.08041080753614142","0.08041080753614142","0.08041080753614142"
"3260160","0.08095261266062068","0.08095261266062068","0.08095261266062068"
"3261060","0.07995578251316332","0.07995578251316332","0.07995578251316332"
"3261832","0.07902733173551674","0.07902733173551674","0.07902733173551674"
"3262892","0.07972237714920015","0.07972237714920015","0.07972237714920015"
"3263772","0.07915923763067308","0.07915923763067308","0.07915923763067308"
"3264296","0.07911940093097247","0.07911940093097247","0.07911940093097247"
"3265768","0.08064420764601063","0.08064420764601063","0.08064420764601063"
"3265848","0.0798681388612272","0.0798681388612272","0.0798681388612272"
"3266660","0.08009658800362301","0.08009658800362301","0.08009658800362301"
"3266972","0.07919475717741714","0.07919475717741714","0.07919475717741714"
"3267228","0.07895957063659861","0.07895957063659861","0.07895957063659861"
"3267932","0.078693369722606","0.078693369722606","0.078693369722606"
"3268484","0.07885668388789745","0.07885668388789745","0.07885668388789745"
"3269668","0.07851184647976367","0.07851184647976367","0.07851184647976367"
"3269804","0.07873308539844757","0.07873308539844757","0.07873308539844757"
"3271156","0.08184542046021986","0.08184542046021986","0.08184542046021986"
"3271548","0.08200592260999161","0.08200592260999161","0.08200592260999161"
"3273004","0.08015827381777192","0.08015827381777192","0.08015827381777192"
"3274212","0.08068736860017317","0.08068736860017317","0.08068736860017317"
"3275008","0.08080439074301385","0.08080439074301385","0.08080439074301385"
"3276300","0.07988172016999545","0.07988172016999545","0.07988172016999545"
"3276696","0.07889947489930466","0.07889947489930466","0.07889947489930466"
"3276704","0.07766737371410792","0.07766737371410792","0.07766737371410792"
"3278104","0.07825099238800752","0.07825099238800752","0.07825099238800752"
"3278592","0.07884860407432825","0.07884860407432825","0.07884860407432825"
"3279564","0.07826288706755827","0.07826288706755827","0.07826288706755827"
"3280400","0.07877412697735543","0.07877412697735543","0.07877412697735543"
"3281412","0.07906874696565831","0.07906874696565831","0.07906874696565831"
"3281444","0.07858758243743844","0.07858758243743844","0.07858758243743844"
"3282000","0.0787370933269472","0.0787370933269472","0.0787370933269472"
"3282320","0.0789015915910821","0.0789015915910821","0.0789015915910821"
"3282948","0.07884217376651123","0.07884217376651123","0.07884217376651123"
"3283324","0.0790716633521704","0.0790716633521704","0.0790716633521704"
"3284304","0.07806541560124876","0.07806541560124876","0.07806541560124876"
"3285064","0.07879050045484318","0.07879050045484318","0.07879050045484318"
"3286452","0.07714907295829795","0.07714907295829795","0.07714907295829795"
"3287020","0.07720351475344113","0.07720351475344113","0.07720351475344113"
"3287788","0.07614791456003282","0.07614791456003282","0.07614791456003282"
"3287792","0.07653358468683939","0.07653358468683939","0.07653358468683939"
"3289280","0.07668548867068857","0.07668548867068857","0.07668548867068857"
"3290372","0.07724623257158104","0.07724623257158104","0.07724623257158104"
"3290556","0.07847472754846797","0.07847472754846797","0.07847472754846797"
"3291100","0.07895536227927029","0.07895536227927029","0.07895536227927029"
"3292420","0.07808296931225538","0.07808296931225538","0.07808296931225538"
"3292680","0.07799520911815065","0.07799520911815065","0.07799520911815065"
"3293136","0.07694997151293152","0.07694997151293152","0.07694997151293152"
"3293748","0.07741841645521695","0.07741841645521695","0.07741841645521695"
"3293932","0.07864647991237686","0.07864647991237686","0.07864647991237686"
"3293956","0.07876133785686244","0.07876133785686244","0.07876133785686244"
"3294756","0.07889788821750277","0.07889788821750277","0.07889788821750277"
"3296576","0.0767259758353657","0.0767259758353657","0.0767259758353657"
"3296748","0.07655142736295316","0.07655142736295316","0.07655142736295316"
"3297212","0.07700496732714536","0.07700496732714536","0.07700496732714536"
"3298292","0.0788185125554973","0.0788185125554973","0.0788185125554973"
"3299220","0.0794563162696103","0.0794563162696103","0.0794563162696103"
"3299504","0.07952729006780246","0.07952729006780246","0.07952729006780246"
"3299896","0.07994824645085677","0.07994824645085677","0.07994824645085677"
"3300576","0.07966315552478853","0.07966315552478853","0.07966315552478853"
"3301600","0.07905481467454567","0.07905481467454567","0.07905481467454567"
"3301884","0.07949253691504606","0.07949253691504606","0.07949253691504606"
"3302336","0.07937023871912141","0.07937023871912141","0.07937023871912141"
"3303724","0.07961037688184422","0.07961037688184422","0.07961037688184422"
"3305648","0.07841948718001883","0.07841948718001883","0.07841948718001883"
"3305844","0.07862972413078226","0.07862972413078226","0.07862972413078226"
"3306344","0.07942120724024292","0.07942120724024292","0.07942120724024292"
"3306392","0.08006009122146844","0.08006009122146844","0.08006009122146844"
"3307032","0.08188193479183398","0.08188193479183398","0.08188193479183398"
"3309496","0.08092533164560305","0.08092533164560305","0.08092533164560305"
"3309516","0.08030869408432872","0.08030869408432872","0.08030869408432872"
"3309868","0.07994882890924118","0.07994882890924118","0.07994882890924118"
"3311464","0.07936577880596013","0.07936577880596013","0.07936577880596013"
"3311564","0.0792609628424693","0.0792609628424693","0.0792609628424693"
"3313308","0.07812738145582643","0.07812738145582643","0.07812738145582643"
"3313952","0.07853626999709076","0.07853626999709076","0.07853626999709076"
"3314392","0.07794621212100082","0.07794621212100082","0.07794621212100082"
"3315616","0.07696650496114643","0.07696650496114643","0.07696650496114643"
"3316536","0.07776470876348693","0.07776470876348693","0.07776470876348693"
"3318032","0.07746621542859748","0.07746621542859748","0.07746621542859748"
"3318100","0.0784602479838617","0.0784602479838617","0.0784602479838617"
"3319708","0.07730233214795804","0.07730233214795804","0.07730233214795804"
"3320676","0.077226947431183","0.077226947431183","0.077226947431183"
"3320860","0.07656144576118405","0.07656144576118405","0.07656144576118405"
"3322676","0.0766418703085599","0.0766418703085599","0.0766418703085599"
"3322796","0.07679209607474985","0.07679209607474985","0.07679209607474985"
"3323868","0.07820838019082407","0.07820838019082407","0.07820838019082407"
"3323976","0.07857266661226764","0.07857266661226764","0.07857266661226764"
"3325436","0.08053785687867815","0.08053785687867815","0.08053785687867815"
"3325932","0.08019480754508333","0.08019480754508333","0.08019480754508333"
"3326088","0.07953900825044204","0.07953900825044204","0.07953900825044204"
"3326524","0.07891917431902554","0.07891917431902554","0.07891917431902554"
"3327472","0.07763261833922876","0.07763261833922876","0.07763261833922876"
"3327652","0.07759072334424404","0.07759072334424404","0.07759072334424404"
"3332328","0.0780895865792542","0.0780895865792542","0.0780895865792542"
"3332400","0.07816648221277368","0.07816648221277368","0.07816648221277368"
"3332444","0.07795001122780885","0.07795001122780885","0.07795001122780885"
"3333472","0.07871723575325866","0.07871723575325866","0.07871723575325866"
"3334096","0.0787366294102248","0.0787366294102248","0.0787366294102248"
"3335252","0.07891845721420154","0.07891845721420154","0.07891845721420154"
"3335420","0.07891755973623751","0.07891755973623751","0.07891755973623751"
"3335816","0.07877492736529412","0.07877492736529412","0.07877492736529412"
"3336776","0.07927533000356947","0.07927533000356947","0.07927533000356947"
"3337504","0.08192020856714041","0.08192020856714041","0.08192020856714041"
"3337888","0.08067016033180123","0.08067016033180123","0.08067016033180123"
"3339940","0.08277124588688743","0.08277124588688743","0.08277124588688743"
"3342032","0.08292304787572136","0.08292304787572136","0.08292304787572136"
"3342104","0.0828769273064016","0.0828769273064016","0.0828769273064016"
"3342316","0.08184982351630793","0.08184982351630793","0.08184982351630793"
"3343544","0.08290275767894206","0.08290275767894206","0.08290275767894206"
"3343660","0.08267216632796132","0.08267216632796132","0.08267216632796132"
"3344352","0.08332228920475972","0.08332228920475972","0.08332228920475972"
"3344488","0.08330854410423483","0.08330854410423483","0.08330854410423483"
"3345016","0.08339067971972927","0.08339067971972927","0.08339067971972927"
"3345820","0.0826225432226504","0.0826225432226504","0.0826225432226504"
"3346584","0.08355453843411878","0.08355453843411878","0.08355453843411878"
"3347616","0.08383668417217173","0.08383668417217173","0.08383668417217173"
"3348100","0.08424524518054145","0.08424524518054145","0.08424524518054145"
"3348200","0.08433065759853914","0.08433065759853914","0.08433065759853914"
"3348916","0.08512289022671869","0.08512289022671869","0.08512289022671869"
"3349548","0.08475477997900159","0.08475477997900159","0.08475477997900159"
"3349592","0.08499793274023898","0.08499793274023898","0.08499793274023898"
"3349688","0.084724988962868","0.084724988962868","0.084724988962868"
"3350132","0.0844127655040852","0.0844127655040852","0.0844127655040852"
"3351092","0.08440955198114385","0.08440955198114385","0.08440955198114385"
"3352320","0.08352904015608749","0.08352904015608749","0.08352904015608749"
"3352468","0.08378185595087148","0.08378185595087148","0.08378185595087148"
"3352660","0.08376762794168631","0.08376762794168631","0.08376762794168631"
"3352872","0.08465788745284743","0.08465788745284743","0.08465788745284743"
"3353620","0.08715259966918554","0.08715259966918554","0.08715259966918554"
"3353944","0.08647852701998492","0.08647852701998492","0.08647852701998492"
"3354036","0.08593733219227212","0.08593733219227212","0.08593733219227212"
"3354788","0.0835979464900321","0.0835979464900321","0.0835979464900321"
"3356904","0.08273498200500154","0.08273498200500154","0.08273498200500154"
"3358768","0.08064782815089437","0.08064782815089437","0.08064782815089437"
"3358932","0.08016995183666702","0.08016995183666702","0.08016995183666702"
"3359152","0.08021239401243083","0.08021239401243083","0.08021239401243083"
"3359420","0.08091504225057886","0.08091504225057886","0.08091504225057886"
"3361408","0.08007128494930987","0.08007128494930987","0.08007128494930987"
"3361660","0.080253652315904","0.080253652315904","0.080253652315904"
"3362120","0.08002786556842406","0.08002786556842406","0.08002786556842406"
"3362884","0.08024333343051783","0.08024333343051783","0.08024333343051783"
"3363276","0.07806884137682733","0.07806884137682733","0.07806884137682733"
"3363420","0.07797162852519432","0.07797162852519432","0.07797162852519432"
"3363956","0.07754508354164169","0.07754508354164169","0.07754508354164169"
"3364056","0.07870737693562471","0.07870737693562471","0.07870737693562471"
"3364776","0.07946860685011506","0.07946860685011506","0.07946860685011506"
"3365424","0.0792582565493425","0.0792582565493425","0.0792582565493425"
"3365476","0.0796476586050267","0.0796476586050267","0.0796476586050267"
"3365528","0.0798622172401484","0.0798622172401484","0.0798622172401484"
"3366964","0.08189532089440728","0.08189532089440728","0.08189532089440728"
"3367408","0.0827655700153394","0.0827655700153394","0.0827655700153394"
"3368296","0.08265209897805105","0.08265209897805105","0.08265209897805105"
"3368516","0.08274642507786036","0.08274642507786036","0.08274642507786036"
"3368828","0.08210767702013266","0.08210767702013266","0.08210767702013266"
"3369028","0.0807704440399467","0.0807704440399467","0.0807704440399467"
"3370100","0.08377278471685785","0.08377278471685785","0.08377278471685785"
"3370484","0.08390444488901372","0.08390444488901372","0.08390444488901372"
"3372824","0.08601585019501584","0.08601585019501584","0.08601585019501584"
"3373292","0.08498020035241417","0.08498020035241417","0.08498020035241417"
"3374120","0.08525644636753431","0.08525644636753431","0.08525644636753431"
"3374720","0.08624904806114127","0.08624904806114127","0.08624904806114127"
"3374792","0.08507177501804683","0.08507177501804683","0.08507177501804683"
"3375660","0.08397110638655006","0.08397110638655006","0.08397110638655006"
"3376176","0.08411157611248235","0.08411157611248235","0.08411157611248235"
"3377468","0.08452680410619448","0.08452680410619448","0.08452680410619448"
"3378796","0.08528908717583311","0.08528908717583311","0.08528908717583311"
"3379876","0.08590082520109578","0.08590082520109578","0.08590082520109578"
"3381464","0.0868001643448611","0.0868001643448611","0.0868001643448611"
"3381628","0.08585014724833034","0.08585014724833034","0.08585014724833034"
"3381780","0.08466022687422804","0.08466022687422804","0.08466022687422804"
"3383260","0.08330264117346417","0.08330264117346417","0.08330264117346417"
"3383272","0.08303340002915315","0.08303340002915315","0.08303340002915315"
"3383964","0.08265235396338784","0.08265235396338784","0.08265235396338784"
"3384212","0.08211455787717517","0.08211455787717517","0.08211455787717517"
"3385752","0.0825104019111761","0.0825104019111761","0.0825104019111761"
"3386436","0.08343537896238144","0.08343537896238144","0.08343537896238144"
"3387088","0.08329694177025963","0.08329694177025963","0.08329694177025963"
"3388384","0.08271342795035438","0.08271342795035438","0.08271342795035438"
"3390972","0.0787578603559893","0.0787578603559893","0.0787578603559893"
"3391220","0.07820997455686726","0.07820997455686726","0.07820997455686726"
"3391528","0.07790398298146028","0.07790398298146028","0.07790398298146028"
"3391840","0.07770659433490629","0.07770659433490629","0.07770659433490629"
"3392340","0.07806394633881028","0.07806394633881028","0.07806394633881028"
"3392720","0.07954583038930041","0.07954583038930041","0.07954583038930041"
"3393244","0.08005273598355891","0.08005273598355891","0.08005273598355891"
"3393740","0.08063248371297782","0.08063248371297782","0.08063248371297782"
"3393816","0.07962097975061457","0.07962097975061457","0.07962097975061457"
