#{"t_start": 1784215543.441835, "env_id": "None"}
r,l,t
887.468018,473,3659.554685
997.575077,492,3666.134891
703.449545,164,3668.765279
51.261317,83,3669.984691
602.153491,183,3672.335653
48.234421,95,3678.718746
147.664623,175,3680.8156
694.075269,355,3685.468709
697.525277,196,3688.014509
-51.793696,9,3688.117882
268.825379,214,3690.705206
692.930528,362,3695.726107
900.654902,257,3699.155224
786.233537,419,3708.80415
795.429533,257,3712.235857
352.395489,277,3715.750674
558.06876,419,3721.342638
48.179615,210,3724.055086
991.987635,427,3729.391298
1103.114921,349,3733.542251
699.961635,164,3741.526921
702.149554,205,3744.054887
696.223825,290,3747.469759
255.293379,177,3749.754377
362.467703,209,3752.334429
684.119634,312,3756.155238
792.072458,314,3759.65527
701.427484,187,3762.088819
693.242684,393,3771.437887
895.061845,229,3773.963157
1080.103457,492,3780.03645
49.288848,12,3780.236419
686.288079,270,3783.77854
893.536203,265,3786.764667
879.965075,452,3792.898032
-54.396979,59,3793.727557
462.247622,346,3802.181274
702.136218,132,3804.111557
699.546861,176,3841.662489
791.508743,275,3844.686497
888.258451,394,3848.655111
898.657735,270,3851.596054
900.060602,270,3854.115066
260.478272,85,3854.8995
164.39658,144,3856.404344
1096.914627,340,3863.375713
-48.969232,27,3863.649105
363.818459,207,3865.907957
695.183518,243,3868.215548
897.941723,294,3871.125401
888.308297,335,3874.8736
154.418614,154,3876.810912
595.680663,103,3877.97189
343.566179,404,3883.522636
600.429503,243,3891.436213
882.325235,430,3897.111491
666.914982,500,3903.424932
564.761325,509,3910.806143
694.990239,264,3914.402222
264.886261,180,3922.16679
598.797914,142,3923.694042
363.482588,207,3926.385325
980.401324,615,3934.447915
1086.072147,495,3940.63536
1004.28072,294,3944.44084
889.037875,462,3954.833698
791.623968,338,3959.049426
603.969837,216,3961.668819
52.703013,94,3963.103697
603.186,125,3964.712113
794.702233,261,3967.662658
697.314237,187,3969.926693
994.867132,366,3974.742388
905.843425,219,3977.548373
705.80877,242,3985.57103
703.100816,108,3986.853999
1096.680454,551,3993.638005
687.757582,291,3997.532474
49.896531,49,3998.169425
-48.33344,11,3998.326134
863.865195,662,4007.117264
1091.593629,448,4017.466991
363.05369,227,4020.376013
976.078749,516,4027.350706
985.647218,558,4034.810051
600.958435,57,4035.555445
256.752351,183,4037.613168
602.839347,103,4038.94601
1004.027827,336,4048.433532
686.120475,361,4053.02894
891.188747,492,4059.180317
798.727073,289,4063.031799
51.941494,75,4063.931124
694.608369,300,4067.651273
157.475905,146,4069.220767
990.280851,319,4077.236305
988.570653,388,4081.806996
356.292608,452,4087.688832
366.970708,223,4091.089526
994.981825,318,4095.301091
795.645188,241,4098.474514
599.793665,249,4101.86423
258.799308,197,4109.1038
1001.150806,319,4113.406132
1086.438814,445,4118.69062
986.111104,362,4123.626286
891.727891,361,4128.151137
566.085582,247,4131.117978
799.460799,432,4174.230296
793.359299,332,4178.268967
601.845485,149,4180.002279
1082.388094,429,4185.648081
152.118554,68,4186.506008
53.783261,97,4187.644836
697.055752,189,4189.861479
690.86654,334,4194.176491
50.14928,126,4195.808251
800.100603,195,4203.160892
604.018879,250,4206.382269
796.00627,367,4211.00711
704.247989,263,4214.621822
801.326366,325,4219.065616
890.710811,336,4223.511169
894.370391,275,4227.426569
463.576315,535,4238.995535
793.002953,330,4243.162902
1069.65562,538,4250.375469
601.502373,93,4251.674257
-48.959013,12,4251.827453
696.010005,219,4255.041299
1002.680876,248,4258.250777
794.559506,401,4267.781051
593.074365,220,4270.311379
889.453168,406,4275.671165
49.526067,132,4277.211252
791.84826,439,4282.736088
799.814453,130,4284.050361
704.18089,191,4286.4707
985.676734,415,4296.453073
988.824963,446,4302.216283
250.747895,230,4305.318733
258.05034,167,4307.619926
347.146721,253,4310.801616
886.639788,422,4316.265592
695.1256,170,4318.238184
1106.494235,281,4326.500603
811.140739,293,4329.969551
1075.126107,481,4336.048736
255.110974,199,4338.481252
902.385622,162,4341.06597
-51.643727,111,4342.344844
148.558081,222,4345.339473
700.066717,161,4347.261216
998.531742,283,4350.666357
159.526941,204,4357.914283
803.720807,234,4360.444385
153.808607,106,4361.976632
696.89012,254,4365.189791
801.589054,178,4367.746917
48.19022,58,4368.586251
-48.884329,25,4369.003007
994.576641,337,4372.753934
-52.509854,26,4373.052436
595.788741,224,4375.984785
991.790714,336,4380.262631
792.135476,313,4388.883139
895.016442,305,4392.755469
568.352761,467,4398.480133
595.352616,241,4401.694282
793.658568,220,4404.818896
361.165091,123,4406.394655
587.72512,424,4411.421539
976.300273,619,4424.118491
464.028128,387,4428.792288
697.920138,275,4432.754704
800.462333,199,4435.112486
56.899998,106,4436.699134
680.563522,472,4442.868622
601.386869,213,4449.945148
662.138944,517,4456.309555
1083.782656,472,4461.880674
884.406264,553,4501.289574
160.041872,125,4503.278984
-51.012055,18,4503.448935
602.113165,188,4505.634409
994.736566,255,4512.060736
598.057939,114,4513.100214
999.249885,280,4516.914377
700.711424,126,4518.301992
896.226253,232,4521.206628
262.762337,278,4524.550038
149.384291,125,4526.676405
698.218699,307,4529.529487
698.711802,219,4531.219889
260.614202,193,4536.279866
900.697572,294,4539.417083
701.325325,129,4540.749931
591.163721,282,4544.974017
884.111005,452,4549.082741
984.637772,341,4552.425712
788.308534,310,4555.466117
1078.676723,633,4569.218094
471.11659,318,4573.460383
990.550492,412,4579.073321
593.869605,153,4581.090544
258.624799,177,4583.126828
899.653889,134,4584.798714
794.42353,297,4588.284681
700.636556,251,4595.660047
458.476449,330,4599.588044
687.186953,283,4603.060669
896.751215,386,4607.691003
994.566565,413,4612.321909
151.02671,129,4613.995299
594.645305,205,4616.054858
1095.596626,308,4624.481821
461.197744,219,4626.883523
603.654004,157,4628.672595
553.933576,697,4636.890892
604.874547,225,4639.730599
603.193771,170,4642.004531
696.106487,233,4644.954329
998.525861,267,4652.653471
995.510493,432,4657.950794
901.558667,327,4661.6151
600.754187,97,4662.860776
790.78352,350,4666.852184
694.467228,227,4669.842813
906.477875,316,4673.864241
156.148898,56,4674.644148
692.424553,388,4683.751519
597.088114,294,4687.60404
251.445115,339,4691.841593
704.057888,237,4694.556272
998.474551,451,4699.908266
696.414615,220,4702.410783
595.862589,180,4704.34438
50.355242,155,4706.027245
701.667853,268,4714.454754
600.872915,111,4715.675368
1093.540808,292,4719.57863
878.35753,517,4726.065912
1087.402263,550,4733.069391
593.670348,122,4734.529117
799.999731,270,4742.089403
886.728162,441,4747.407767
795.631878,218,4749.944079
698.169605,179,4752.074225
1091.801584,383,4756.383636
564.861415,558,4763.151287
900.009065,464,4772.477551
700.004112,278,4775.522989
462.843989,293,4779.336147
703.824069,131,4781.013518
673.773672,552,4820.349768
563.124461,203,4822.614172
257.546619,180,4824.626761
995.214156,289,4832.261499
790.171327,310,4836.254317
880.7047,482,4842.011131
705.891654,218,4844.532305
