#{"t_start": 1784039131.0779603, "env_id": "None"}
r,l,t
1070.442173,648,5670.350545
680.93228,385,5672.807016
682.3743,484,5676.120293
147.644605,219,5677.544019
354.291995,512,5683.049858
688.594117,317,5685.103888
697.488449,331,5687.19111
875.447243,551,5690.667269
691.121592,215,5692.017905
595.443617,209,5695.336509
604.413099,204,5696.742589
974.626485,697,5701.259469
794.912406,314,5703.285474
1076.459107,628,5707.340544
1084.089321,432,5712.255433
942.721265,869,5744.746188
885.354555,448,5747.611713
1030.645828,1189,5757.396316
899.149569,338,5759.561643
978.921296,551,5763.05081
1077.977553,552,5768.673171
898.763703,409,5771.324602
791.152973,415,5774.225456
1021.898402,1153,5783.568365
983.931649,433,5787.023222
595.746287,151,5788.043753
468.642422,358,5790.395927
688.761558,408,5792.964746
685.670036,394,5795.618562
257.659074,368,5799.983201
595.50944,278,5801.818841
699.777681,247,5803.492926
691.284974,263,5805.218569
787.965107,351,5807.444737
691.195813,346,5809.661223
891.547746,394,5812.213076
1077.890471,596,5818.096646
1090.266207,479,5821.209702
374.066257,341,5823.348057
1072.732319,744,5830.057157
981.388766,409,5832.841101
972.171931,552,5836.423952
866.501893,653,5840.487643
1059.587878,674,5846.473629
55.272496,114,5847.098277
599.407663,173,5848.032737
891.939179,450,5850.425475
979.421896,636,5854.435915
972.179204,480,5860.166661
977.932891,557,5863.896739
674.52172,444,5866.768207
147.196952,357,5869.056107
687.041419,241,5870.628655
968.857674,639,5877.074174
975.606926,627,5881.176813
365.375526,245,5882.793146
594.120259,352,5885.061809
1078.214992,668,5891.646451
1086.134617,662,5917.552374
791.479744,323,5919.630542
884.41796,509,5923.010052
1084.585945,461,5928.104737
688.056094,257,5929.858004
598.336572,180,5931.018389
787.096689,352,5933.309541
903.637307,346,5935.687527
1073.00961,696,5940.180911
150.411342,163,5941.284661
791.768891,405,5946.017776
779.391417,352,5948.328144
1080.792934,516,5951.723906
885.388509,440,5954.661448
968.746728,758,5961.782499
695.873905,388,5964.278755
796.765101,208,5965.711672
1083.888848,540,5969.373857
884.685559,589,5975.358855
58.720792,192,5976.66746
66.792384,187,5977.907046
153.027344,208,5979.2826
947.952971,875,5985.118889
886.231363,285,5987.039149
698.279592,267,5990.800761
777.198838,466,5993.926511
315.269149,1399,6003.101894
790.767335,259,6006.925173
1062.882471,633,6011.151023
975.581574,547,6014.751139
803.151331,290,6016.673329
793.628491,279,6018.473294
993.050763,310,6022.58654
1055.805728,796,6027.80251
973.090421,679,6032.308478
885.786751,342,6034.576258
966.590576,669,6040.972313
1071.646036,661,6045.431586
688.640809,366,6047.887177
884.724111,424,6050.650152
686.606724,326,6054.899286
590.945135,171,6056.117946
795.658529,291,6058.048564
778.194905,512,6061.284152
692.2322,320,6063.372046
598.634964,289,6095.234702
596.139184,230,6098.750432
802.136593,152,6099.805141
772.171087,459,6102.799611
47.465632,132,6103.662501
461.070752,322,6105.792394
598.98643,307,6107.724111
154.833157,268,6109.459771
800.22791,352,6111.744206
981.369727,542,6117.265613
786.29864,329,6119.405287
598.511573,175,6120.480416
686.332315,401,6123.082128
974.665336,626,6129.195843
888.263455,328,6131.466453
1082.02007,502,6134.718907
692.628075,182,6135.868795
981.166177,428,6138.652802
780.061797,679,6145.645949
1071.975184,720,6150.394537
961.50846,644,6154.616652
697.465771,346,6156.837194
53.018768,162,6157.801264
794.416069,418,6162.085071
696.465,149,6162.887613
695.718027,327,6164.614304
791.438194,258,6166.000916
796.221021,277,6167.863047
594.875495,180,6169.082691
883.037558,582,6175.154621
979.419516,505,6178.66538
595.680947,159,6179.706022
890.809135,415,6182.338827
880.31574,434,6185.184315
693.512055,254,6186.890556
597.127442,284,6190.937611
1066.513913,694,6195.548236
255.409269,410,6198.264539
698.604162,235,6199.770022
589.07376,223,6201.199655
891.623615,423,6203.957046
248.048618,212,6207.535594
265.994394,370,6210.002613
890.951934,378,6212.488129
891.229679,252,6214.228455
697.918916,96,6214.877092
790.160604,283,6216.81291
249.751745,434,6219.754838
793.217072,219,6223.689431
597.083995,240,6225.185952
801.21733,130,6226.052585
1077.424308,481,6239.00666
701.337152,299,6240.928446
1078.848926,529,6244.370472
884.78823,402,6249.229574
600.141243,214,6250.663109
597.503221,195,6252.014029
352.587576,260,6253.675771
887.2101,469,6256.742951
789.904165,355,6283.567345
695.35808,293,6285.454418
995.417908,425,6290.365457
978.666691,498,6293.578589
787.714976,406,6296.251947
697.79479,259,6297.963604
695.987396,298,6299.851379
985.125391,559,6305.410363
886.597596,371,6307.827607
883.298604,459,6310.853477
692.893364,295,6312.778751
793.688298,248,6314.376825
603.576535,239,6315.912039
890.499098,421,6320.863869
790.277298,350,6323.10236
596.642269,255,6324.682938
584.122906,278,6326.51086
597.815323,274,6328.265879
1074.063728,659,6334.496123
596.375582,167,6335.592787
365.841746,227,6337.070113
54.180045,163,6338.103703
975.338409,388,6340.549742
692.495536,361,6342.868165
587.400044,314,6344.862334
888.812071,449,6349.877135
677.958798,431,6352.660267
791.998972,334,6354.793978
784.554617,345,6357.080667
983.772585,531,6360.519196
796.015822,215,6361.889861
789.785768,428,6366.719145
1081.2336,564,6370.308418
969.336967,727,6374.968627
1070.310057,669,6381.407737
699.753261,132,6382.238669
1092.725295,519,6385.488882
49.615204,116,6386.233479
1068.502605,634,6390.328755
695.827556,257,6391.94648
799.132215,242,6395.623753
966.236844,635,6399.63703
1083.184488,506,6402.897301
1078.892779,587,6406.683032
785.957643,564,6412.478866
697.930174,237,6414.005487
686.922418,273,6415.738948
891.684755,525,6419.14595
689.094411,197,6420.435418
795.759112,282,6422.221805
593.288113,231,6425.695376
1088.242935,494,6428.920086
599.64055,132,6429.750926
1089.330265,501,6456.855638
966.596002,643,6460.794612
592.85322,312,6464.812865
696.737554,256,6466.365713
702.182789,390,6468.571052
701.760876,204,6469.625717
598.509247,143,6470.36488
1077.55812,527,6473.161179
890.527577,395,6475.387898
595.358652,225,6479.466116
582.38224,423,6482.116725
581.899475,510,6485.254505
595.300831,138,6486.119097
156.411994,303,6488.045832
887.680587,496,6492.998014
1085.794856,449,6495.935791
1077.880617,494,6499.019941
775.895688,473,6501.887288
779.203002,419,6504.441442
688.374467,375,6508.84643
977.185883,717,6513.569244
591.198314,248,6515.19347
878.137424,501,6518.29085
1080.403399,454,6522.970139
798.053432,215,6524.361881
1071.940652,574,6527.987375
598.717785,282,6529.69093
683.841342,514,6532.83147
701.786729,236,6534.25391
